,ID,Price,Levy,Manufacturer,Model,Prod. year,Fuel type,Engine volume,Mileage,Cylinders,Gear box type,Drive wheels,Airbags,Category_1,Category_2,Category_3,Category_4,Category_5,Category_6,Category_7,Category_8,Category_9,Category_10,Category_11
3161,13180,6241,1090,18,278,2008,3,2.0,273421,4.0,1,2,4,1,0,0,0,0,0,0,0,0,0,0
3162,13244,2430,1598,7,10,2008,3,3.0,175614,6.0,1,3,12,0,0,1,0,0,0,0,0,0,0,0
3163,13345,12950,792,8,140,2008,2,1.4,157000,4.0,4,2,6,0,1,0,0,0,0,0,0,0,0,0
3164,13385,2430,1598,7,10,2008,3,3.0,175614,6.0,1,3,12,0,0,1,0,0,0,0,0,0,0,0
3165,13405,13799,1246,51,939,2008,1,2.3,260800,4.0,3,2,10,1,0,0,0,0,0,0,0,0,0,0
3166,13422,13172,742,8,140,2008,3,1.3,189000,4.0,4,2,0,0,1,0,0,0,0,0,0,0,0,0
3167,13434,10036,0,6,6,2008,1,1.5,222061,4.0,1,2,4,0,1,0,0,0,0,0,0,0,0,0
3168,13436,1646,1750,6,18,2008,1,3.3,269162,6.0,1,1,12,1,0,0,0,0,0,0,0,0,0,0
3169,13437,8154,1750,1,15,2008,1,3.3,224629,6.0,1,1,12,1,0,0,0,0,0,0,0,0,0,0
3170,13453,12544,0,6,6,2008,1,1.5,156000,4.0,1,2,6,0,0,1,0,0,0,0,0,0,0,0
3171,13469,11290,843,6,6,2008,1,1.5,135000,4.0,1,2,12,0,1,0,0,0,0,0,0,0,0,0
3172,13503,18817,0,6,8,2008,2,2.4,192785,4.0,1,2,2,0,0,1,0,0,0,0,0,0,0,0
3173,13514,11290,843,6,6,2008,1,1.5,165000,4.0,1,2,12,0,1,0,0,0,0,0,0,0,0,0
3174,13524,706,1850,7,10,2008,3,3.5,122874,6.0,1,3,12,0,0,1,0,0,0,0,0,0,0,0
3175,13542,110,0,10,21,2008,2,3.0,121121,6.0,1,1,10,1,0,0,0,0,0,0,0,0,0,0
3176,13551,12849,893,5,14,2008,2,1.6,134592,4.0,1,2,4,0,0,1,0,0,0,0,0,0,0,0
3177,13558,4547,1850,7,10,2008,3,3.5,494317,6.0,1,1,12,0,0,1,0,0,0,0,0,0,0,0
3178,13559,188,289,4,4,2008,1,0.4,209843,4.0,1,2,0,0,0,1,0,0,0,0,0,0,0,0
3179,13613,3763,1850,7,47,2008,3,3.5,366869,6.0,1,1,12,1,0,0,0,0,0,0,0,0,0,0
3180,13648,627,1750,6,18,2008,1,3.3,277405,6.0,1,1,12,1,0,0,0,0,0,0,0,0,0,0
3181,13685,13172,994,6,6,2008,1,1.8,184000,4.0,3,2,6,0,0,1,0,0,0,0,0,0,0,0
3182,13707,549,289,4,4,2008,1,0.4,451117,4.0,1,2,0,1,0,0,0,0,0,0,0,0,0,0
3183,13753,21326,0,13,1397,2008,2,3.2,203000,6.0,2,1,12,0,0,0,0,0,0,1,0,0,0,0
3184,13812,10036,1850,15,491,2008,2,3.5,218197,6.0,1,1,6,1,0,0,0,0,0,0,0,0,0,0
3185,13816,8154,1750,1,15,2008,1,3.3,224629,6.0,1,1,12,1,0,0,0,0,0,0,0,0,0,0
3186,13818,282,1598,7,47,2008,3,3.0,213998,6.0,1,1,12,1,0,0,0,0,0,0,0,0,0,0
3187,13850,15681,0,6,6,2008,2,2.0,2147483647,4.0,1,2,0,0,0,1,0,0,0,0,0,0,0,0
3188,13859,188,289,4,4,2008,1,0.4,209843,4.0,1,2,0,0,0,1,0,0,0,0,0,0,0,0
3189,13868,4077,1094,20,326,2008,3,2.0,54752,4.0,1,2,4,1,0,0,0,0,0,0,0,0,0,0
3190,13900,14740,1347,5,24,2008,3,2.5,66558,4.0,1,2,4,0,0,0,0,0,0,0,1,0,0,0
3191,13923,10976,0,18,64,2008,2,1.1,91000,4.0,4,2,4,0,1,0,0,0,0,0,0,0,0,0
3192,13958,12544,1750,6,18,2008,1,3.3,334414,6.0,1,1,12,0,0,1,0,0,0,0,0,0,0,0
3193,14012,470,1750,6,18,2008,1,3.3,182024,6.0,1,1,12,1,0,0,0,0,0,0,0,0,0,0
3194,14029,7840,2570,7,1303,2008,2,1.7,87000,4.0,2,2,12,0,1,0,0,0,0,0,0,0,0,0
3195,14040,10976,0,15,514,2008,2,2.5,112000,4.0,2,3,12,0,0,1,0,0,0,0,0,0,0,0
3196,14140,12544,0,6,696,2008,2,1.3,112000,4.0,3,2,4,0,1,0,0,0,0,0,0,0,0,0
3197,14160,14426,1347,4,4,2008,1,2.5,148800,4.0,1,1,6,1,0,0,0,0,0,0,0,0,0,0
3198,14163,25089,0,6,76,2008,3,2.2,150000,4.0,4,1,8,1,0,0,0,0,0,0,0,0,0,0
3199,14213,10976,0,16,1412,2008,2,3.6,300000,6.0,1,1,8,1,0,0,0,0,0,0,0,0,0,0
3200,14257,282,1598,7,47,2008,3,3.0,213998,6.0,1,1,12,1,0,0,0,0,0,0,0,0,0,0
3201,14260,17876,1598,10,380,2008,2,3.0,220000,6.0,3,3,12,0,0,1,0,0,0,0,0,0,0,0
3202,14276,11290,0,6,6,2008,2,1.5,23000,4.0,1,2,12,0,0,1,0,0,0,0,0,0,0,0
3203,14289,26657,0,24,1270,2008,2,3.7,151000,6.0,4,3,12,0,0,0,0,0,0,1,0,0,0,0
3204,14375,12544,0,6,6,2008,1,1.5,176000,4.0,3,2,4,0,1,0,0,0,0,0,0,0,0,0
3205,14389,282,1598,7,47,2008,3,3.0,213998,6.0,1,1,12,1,0,0,0,0,0,0,0,0,0,0
3206,14420,1333,289,4,4,2008,1,0.4,349288,4.0,1,2,0,1,0,0,0,0,0,0,0,0,0,0
3207,14438,2430,1598,7,10,2008,3,3.0,175614,6.0,1,3,12,0,0,1,0,0,0,0,0,0,0,0
3208,14444,3920,843,6,6,2008,1,1.5,337600,4.0,1,2,12,0,1,0,0,0,0,0,0,0,0,0
3209,14485,12544,792,8,140,2008,2,1.4,155485,6.0,4,2,6,0,1,0,0,0,0,0,0,0,0,0
3210,14514,13485,0,4,4,2008,1,2.3,175000,4.0,1,2,6,1,0,0,0,0,0,0,0,0,0,0
3211,14599,16308,1347,4,4,2008,1,2.5,256000,4.0,1,1,12,1,0,0,0,0,0,0,0,0,0,0
3212,14603,12858,0,3,3,2008,2,1.5,145000,4.0,2,2,4,0,1,0,0,0,0,0,0,0,0,0
3213,14690,14740,0,7,364,2008,2,1.7,120000,4.0,2,2,12,0,1,0,0,0,0,0,0,0,0,0
3214,14692,8781,1090,2,45,2008,3,2.0,57248,4.0,1,2,4,1,0,0,0,0,0,0,0,0,0,0
3215,14734,7056,1090,2,45,2008,3,2.0,68348,4.0,1,2,4,1,0,0,0,0,0,0,0,0,0,0
3216,14737,8467,0,38,753,2008,2,1.2,1200,4.0,4,2,4,0,1,0,0,0,0,0,0,0,0,0
3217,14777,47042,0,42,623,2008,6,6.2,288000,8.0,2,3,12,1,0,0,0,0,0,0,0,0,0,0
3218,14846,21639,0,42,1458,2008,2,4.6,161000,8.0,1,2,10,0,0,1,0,0,0,0,0,0,0,0
3219,14870,11604,843,6,6,2008,1,1.5,149000,4.0,2,2,8,0,0,1,0,0,0,0,0,0,0,0
3220,14895,12231,0,6,6,2008,1,1.5,223560,4.0,1,2,2,0,0,1,0,0,0,0,0,0,0,0
3221,14902,29166,0,1,1461,2008,2,3.3,249600,6.0,1,2,12,1,0,0,0,0,0,0,0,0,0,0
3222,14956,188,289,4,4,2008,1,0.4,209843,4.0,1,2,0,0,0,1,0,0,0,0,0,0,0,0
3223,14958,20385,0,1,295,2008,2,2.5,162300,6.0,2,3,10,0,0,1,0,0,0,0,0,0,0,0
3224,14963,3763,1850,7,47,2008,3,3.5,366869,6.0,1,1,12,1,0,0,0,0,0,0,0,0,0,0
3225,14997,470,1750,6,18,2008,1,3.3,182024,6.0,1,1,12,1,0,0,0,0,0,0,0,0,0,0
3226,15003,24775,0,7,10,2008,2,3.5,163000,6.0,2,3,8,0,0,1,0,0,0,0,0,0,0,0
3227,15007,1646,1750,6,18,2008,1,3.3,269162,6.0,1,1,12,1,0,0,0,0,0,0,0,0,0,0
3228,15023,11604,0,8,272,2008,3,1.3,1373,4.0,4,2,4,1,0,0,0,0,0,0,0,0,0,0
3229,15032,7527,1345,18,274,2008,3,2.5,74367,4.0,1,2,4,1,0,0,0,0,0,0,0,0,0,0
3230,15111,282,2455,1,17,2008,2,4.7,218126,8.0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
3231,15152,706,1850,7,10,2008,3,3.5,122874,6.0,1,3,12,0,0,1,0,0,0,0,0,0,0,0
3232,15167,8467,0,6,44,2008,2,1.5,170000,4.0,1,1,6,0,1,0,0,0,0,0,0,0,0,0
3233,15188,17562,0,10,297,2008,2,3.5,211200,8.0,2,3,0,0,0,1,0,0,0,0,0,0,0,0
3234,15215,13667,0,6,6,2008,1,1.5,211000,4.0,3,2,0,0,0,1,0,0,0,0,0,0,0,0
3235,15217,40769,0,7,35,2008,2,1.8,2700,4.0,4,3,0,0,0,1,0,0,0,0,0,0,0,0
3236,15278,13172,1296,6,1484,2008,1,2.4,192000,4.0,2,2,12,0,0,1,0,0,0,0,0,0,0,0
3237,15286,18817,2505,10,1420,2008,2,4.8,272000,8.0,2,1,10,1,0,0,0,0,0,0,0,0,0,0
3238,15357,941,1850,1,15,2008,1,3.5,364523,6.0,1,1,12,1,0,0,0,0,0,0,0,0,0,0
3239,15382,10036,843,6,6,2008,1,1.5,132800,4.0,3,2,8,0,1,0,0,0,0,0,0,0,0,0
3240,15405,862,2455,1,17,2008,2,4.7,263190,8.0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
3241,15418,12231,843,6,6,2008,1,1.5,17000,4.0,3,2,8,0,0,1,0,0,0,0,0,0,0,0
3242,15468,12500,843,6,6,2008,1,1.5,155000,4.0,1,2,8,0,1,0,0,0,0,0,0,0,0,0
3243,15475,706,1850,7,10,2008,3,3.5,122874,6.0,1,3,12,0,0,1,0,0,0,0,0,0,0,0
3244,15485,14426,843,6,6,2008,1,1.5,64000,4.0,3,2,12,0,1,0,0,0,0,0,0,0,0,0
3245,15518,706,1296,6,734,2008,2,2.4,378774,4.0,1,2,12,1,0,0,0,0,0,0,0,0,0,0
3246,15545,627,1750,6,18,2008,1,3.3,277405,6.0,1,1,12,0,0,1,0,0,0,0,0,0,0,0
3247,15555,627,1750,6,18,2008,1,3.3,277405,6.0,1,1,12,0,0,1,0,0,0,0,0,0,0,0
3248,15588,10976,0,6,6,2008,2,1.5,243450,4.0,1,2,4,0,1,0,0,0,0,0,0,0,0,0
3249,15624,21953,0,19,217,2008,3,2.5,175977,1.0,4,1,0,0,0,0,0,0,0,0,0,0,0,1
3250,15651,24148,0,6,734,2008,2,4.0,127000,6.0,1,1,8,1,0,0,0,0,0,0,0,0,0,0
3251,15686,282,1598,7,47,2008,3,3.0,213998,6.0,1,1,12,1,0,0,0,0,0,0,0,0,0,0
3252,15785,2300,1195,4,11,2008,3,2.2,777777,4.0,4,2,0,0,0,0,1,0,0,0,0,0,0,0
3253,15791,7840,893,5,106,2008,2,1.6,136869,4.0,1,2,4,0,1,0,0,0,0,0,0,0,0,0
3254,15817,7840,893,5,106,2008,2,1.6,102000,4.0,1,2,4,0,1,0,0,0,0,0,0,0,0,0
3255,15831,7840,843,6,6,2008,1,1.5,151230,4.0,3,2,12,0,1,0,0,0,0,0,0,0,0,0
3256,15846,17500,0,12,996,2008,3,3.0,244000,6.0,2,1,12,0,0,1,0,0,0,0,0,0,0,0
3257,15925,549,1750,6,18,2008,1,3.3,269013,6.0,1,1,12,1,0,0,0,0,0,0,0,0,0,0
3258,15954,13172,0,6,6,2008,2,1.4,210000,4.0,1,2,4,0,0,1,0,0,0,0,0,0,0,0
3259,15983,32929,0,1,15,2008,1,3.3,132800,6.0,1,1,12,1,0,0,0,0,0,0,0,0,0,0
3260,16011,10663,0,6,6,2008,1,1.5,207000,4.0,1,2,8,0,1,0,0,0,0,0,0,0,0,0
3261,16027,7997,1850,1,15,2008,1,3.5,244731,6.0,1,2,12,1,0,0,0,0,0,0,0,0,0,0
3262,16055,392,994,3,30,2008,2,1.8,233728,4.0,1,2,12,0,0,1,0,0,0,0,0,0,0,0
3263,16085,9408,843,6,6,2008,1,1.5,200000,4.0,1,2,8,0,1,0,0,0,0,0,0,0,0,0
3264,16119,3000,0,5,628,2008,2,1.4,180000,4.0,1,2,0,0,0,1,0,0,0,0,0,0,0,0
3265,16123,125,1750,6,18,2008,1,3.3,287274,6.0,1,1,12,0,0,1,0,0,0,0,0,0,0,0
3266,16132,941,1750,6,18,2008,1,3.3,226094,6.0,1,1,12,0,0,1,0,0,0,0,0,0,0,0
3267,16153,12544,843,6,6,2008,1,1.5,91000,4.0,3,2,13,0,1,0,0,0,0,0,0,0,0,0
3268,16211,9095,843,6,6,2008,1,1.5,178000,4.0,1,2,12,0,0,1,0,0,0,0,0,0,0,0
3269,16248,10976,843,6,6,2008,1,1.5,145600,4.0,1,2,12,0,0,1,0,0,0,0,0,0,0,0
3270,16257,11917,792,8,140,2008,2,1.4,163000,4.0,4,2,8,0,1,0,0,0,0,0,0,0,0,0
3271,16297,6899,1090,2,45,2008,3,2.0,77778,4.0,1,2,4,1,0,0,0,0,0,0,0,0,0,0
3272,16343,15681,1347,5,24,2008,3,2.5,71545,4.0,1,2,4,0,0,0,0,0,0,0,1,0,0,0
3273,16366,470,1750,6,18,2008,1,3.3,182024,6.0,1,1,12,1,0,0,0,0,0,0,0,0,0,0
3274,16368,28852,0,6,18,2008,1,3.3,249600,6.0,3,1,12,1,0,0,0,0,0,0,0,0,0,0
3275,16370,11917,0,12,1548,2008,3,2.5,150000,5.0,4,1,0,0,0,0,0,0,0,0,1,0,0,0
3276,16386,12544,843,6,6,2008,1,1.5,207005,4.0,1,2,8,0,0,1,0,0,0,0,0,0,0,0
3277,16401,8154,1095,34,490,2008,2,2.0,154000,4.0,1,2,4,0,1,0,0,0,0,0,0,0,0,0
3278,16526,16500,0,19,77,2008,2,3.0,278000,4.0,1,1,6,1,0,0,0,0,0,0,0,0,0,0
3279,16571,10036,843,6,6,2008,2,1.5,13000,4.0,1,2,12,0,1,0,0,0,0,0,0,0,0,0
3280,16575,7837,1090,18,278,2008,3,2.0,189330,4.0,1,2,4,1,0,0,0,0,0,0,0,0,0,0
3281,16590,7840,1094,2,45,2008,3,2.0,54278,4.0,1,2,4,1,0,0,0,0,0,0,0,0,0,0
3282,16688,12544,0,6,6,2008,1,1.5,224000,4.0,1,2,2,0,0,1,0,0,0,0,0,0,0,0
3283,16690,1333,289,4,4,2008,1,0.4,349288,4.0,1,2,0,1,0,0,0,0,0,0,0,0,0,0
3284,16692,941,1850,1,15,2008,1,3.5,364523,6.0,1,1,12,1,0,0,0,0,0,0,0,0,0,0
3285,16764,282,289,4,4,2008,1,0.4,220474,4.0,1,2,0,1,0,0,0,0,0,0,0,0,0,0
3286,16778,39201,0,7,1568,2008,2,3.0,25500,6.0,2,3,8,0,0,0,0,0,0,0,0,1,0,0
3287,16800,24148,0,10,21,2008,2,3.0,245000,6.0,1,3,0,1,0,0,0,0,0,0,0,0,0,0
3288,16815,29793,0,1,1569,2008,1,3.3,304000,6.0,3,1,12,1,0,0,0,0,0,0,0,0,0,0
3289,16832,9252,0,3,3,2008,2,1.3,174000,4.0,2,2,8,0,1,0,0,0,0,0,0,0,0,0
3290,16886,21012,0,19,150,2008,2,3.0,153600,6.0,2,1,6,1,0,0,0,0,0,0,0,0,0,0
3291,16916,10976,0,4,269,2008,3,1.8,221000,4.0,4,2,2,0,0,0,0,1,0,0,0,0,0,0
3292,16962,282,2455,1,17,2008,2,4.7,218126,8.0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
3293,16987,12544,843,6,6,2008,1,1.5,246000,4.0,3,2,12,0,1,0,0,0,0,0,0,0,0,0
3294,17003,12544,1750,6,18,2008,1,3.3,334414,6.0,1,1,12,0,0,1,0,0,0,0,0,0,0,0
3295,17088,4547,1850,7,10,2008,3,3.5,494317,6.0,1,1,12,0,0,1,0,0,0,0,0,0,0,0
3296,17122,549,1750,6,18,2008,1,3.3,260053,6.0,1,1,12,1,0,0,0,0,0,0,0,0,0,0
3297,17124,20385,0,10,458,2008,2,4.8,227000,8.0,2,3,8,0,0,1,0,0,0,0,0,0,0,0
3298,17165,941,1850,1,15,2008,1,3.5,364523,6.0,1,1,12,1,0,0,0,0,0,0,0,0,0,0
3299,17169,941,1750,6,18,2008,1,3.3,226094,6.0,1,1,12,1,0,0,0,0,0,0,0,0,0,0
3300,17177,13799,0,6,6,2008,1,1.5,154000,4.0,2,2,8,0,1,0,0,0,0,0,0,0,0,0
3301,17194,13485,0,10,65,2008,2,3.0,150000,6.0,1,3,6,0,0,0,0,0,0,1,0,0,0,0
3302,17223,18503,1750,1,15,2008,1,3.3,100000,6.0,2,1,12,1,0,0,0,0,0,0,0,0,0,0
3303,17259,470,1901,2,154,2008,2,3.6,260349,6.0,1,2,12,0,0,1,0,0,0,0,0,0,0,0
3304,17298,706,1850,7,10,2008,3,3.5,122874,6.0,1,3,12,0,0,1,0,0,0,0,0,0,0,0
3305,27,12074,1537,6,18,2009,1,3.3,420550,6.0,1,1,12,1,0,0,0,0,0,0,0,0,0,0
3306,69,220,1185,4,4,2009,1,2.5,193614,4.0,1,2,0,1,0,0,0,0,0,0,0,0,0,0
3307,87,15458,966,5,59,2009,2,2.0,123346,4.0,1,2,4,0,0,0,0,0,0,1,0,0,0,0
3308,110,1019,1537,6,18,2009,1,3.3,318358,6.0,1,1,12,0,0,1,0,0,0,0,0,0,0,0
3309,147,13172,1361,18,89,2009,3,2.9,84176,4.0,1,2,6,0,0,0,0,0,0,0,1,0,0,0
3310,197,10663,0,6,6,2009,1,1.8,230000,4.0,3,2,6,0,0,1,0,0,0,0,0,0,0,0
3311,250,17719,0,6,8,2009,1,2.4,92000,4.0,2,2,8,0,0,1,0,0,0,0,0,0,0,0
3312,301,7840,790,5,106,2009,2,1.6,140000,4.0,1,2,4,0,1,0,0,0,0,0,0,0,0,0
3313,321,8097,790,17,55,2009,2,1.6,130000,4.0,1,2,4,0,0,1,0,0,0,0,0,0,0,0
3314,330,18817,0,6,8,2009,2,2.4,230400,4.0,1,2,12,0,0,1,0,0,0,0,0,0,0,0
3315,355,8624,966,17,55,2009,2,2.0,19999,4.0,1,2,4,0,0,1,0,0,0,0,0,0,0,0
3316,422,15367,878,6,6,2009,1,1.8,174000,4.0,3,2,8,0,1,0,0,0,0,0,0,0,0,0
3317,506,16900,1141,3,194,2009,2,2.4,120000,4.0,1,1,6,0,0,0,0,0,1,0,0,0,0,0
3318,534,5604,922,17,55,2009,2,1.9,44521,4.0,1,2,4,0,0,1,0,0,0,0,0,0,0,0
3319,585,5865,966,17,55,2009,3,2.0,39031,4.0,1,2,4,0,0,1,0,0,0,0,0,0,0,0
3320,605,6899,790,17,55,2009,2,1.6,50549,4.0,1,2,4,0,0,1,0,0,0,0,0,0,0,0
3321,694,1411,1624,7,10,2009,3,3.5,266061,6.0,1,1,12,0,0,1,0,0,0,0,0,0,0,0
3322,702,13642,1185,5,24,2009,3,2.5,75631,4.0,1,2,4,0,0,0,0,0,0,0,1,0,0,0
3323,707,10663,1185,5,24,2009,3,2.5,85241,4.0,1,2,4,0,0,0,0,0,0,0,1,0,0,0
3324,789,4180,790,17,55,2009,2,1.6,159634,4.0,1,2,4,0,0,1,0,0,0,0,0,0,0,0
3325,798,30734,2151,1,17,2009,2,4.7,264339,8.0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
3326,869,15053,0,3,156,2009,6,1.3,173102,4.0,2,2,8,0,0,1,0,0,0,0,0,0,0,0
3327,871,24462,0,13,282,2009,2,3.2,100000,6.0,2,1,6,0,0,0,0,0,0,1,0,0,0,0
3328,880,14269,0,3,284,2009,2,1.5,198000,4.0,1,2,0,0,1,0,0,0,0,0,0,0,0,0
3329,888,7056,790,17,55,2009,2,1.6,52020,4.0,1,2,4,0,0,1,0,0,0,0,0,0,0,0
3330,889,5018,1624,7,10,2009,3,3.5,109139,6.0,1,3,12,0,0,1,0,0,0,0,0,0,0,0
3331,987,7066,876,2,50,2009,2,1.8,67293,4.0,1,2,4,0,0,1,0,0,0,0,0,0,0,0
3332,1033,15693,1141,11,268,2009,2,2.4,163866,4.0,1,2,4,1,0,0,0,0,0,0,0,0,0,0
3333,1042,2430,2151,1,17,2009,2,4.7,264339,8.0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
3334,1080,11917,0,3,156,2009,2,1.3,138684,4.0,3,2,6,0,1,0,0,0,0,0,0,0,0,0
3335,1118,10820,0,38,327,2009,2,1.6,157000,4.0,4,2,8,0,0,1,0,0,0,0,0,0,0,0
3336,1124,5927,789,2,50,2009,2,1.6,53434,4.0,1,2,4,0,0,1,0,0,0,0,0,0,0,0
3337,1135,188,1185,4,4,2009,1,2.5,196682,4.0,1,2,0,1,0,0,0,0,0,0,0,0,0,0
3338,1224,5018,790,17,55,2009,2,1.6,159634,4.0,1,2,4,0,0,1,0,0,0,0,0,0,0,0
3339,1245,10381,790,2,55,2009,2,1.6,132000,4.0,1,2,4,0,0,1,0,0,0,0,0,0,0,0
3340,1343,33556,2195,10,21,2009,2,4.8,85000,6.0,2,1,5,1,0,0,0,0,0,0,0,0,0,0
3341,1372,10976,0,7,35,2009,2,1.8,214500,4.0,4,3,4,0,0,1,0,0,0,0,0,0,0,0
3342,1381,43905,0,7,363,2009,2,4.4,160000,6.0,1,1,6,1,0,0,0,0,0,0,0,0,0,0
3343,1480,8947,790,2,55,2009,3,1.6,38254,4.0,1,2,4,0,0,1,0,0,0,0,0,0,0,0
3344,1519,130,0,6,18,2009,1,3.3,180000,6.0,1,1,12,1,0,0,0,0,0,0,0,0,0,0
3345,1529,21492,1185,5,24,2009,3,2.5,51273,4.0,1,2,4,0,0,0,0,0,0,0,1,0,0,0
3346,1535,11604,0,21,223,2009,2,2.0,181894,4.0,2,2,4,0,0,1,0,0,0,0,0,0,0,0
3347,1607,5893,966,17,55,2009,2,2.0,74429,4.0,1,2,4,0,0,1,0,0,0,0,0,0,0,0
3348,1673,10349,0,19,77,2009,2,2.4,138650,4.0,4,1,4,1,0,0,0,0,0,0,0,0,0,0
3349,1687,4180,790,17,55,2009,2,1.6,159634,4.0,1,2,4,0,0,1,0,0,0,0,0,0,0,0
3350,1730,12074,1537,6,18,2009,1,3.3,420550,6.0,1,1,12,1,0,0,0,0,0,0,0,0,0,0
3351,1768,1411,1624,7,10,2009,3,3.5,266061,6.0,1,1,12,0,0,1,0,0,0,0,0,0,0,0
3352,1782,3450,1624,7,10,2009,3,3.5,109139,6.0,1,3,12,0,0,1,0,0,0,0,0,0,0,0
3353,1793,5018,1624,7,10,2009,3,3.5,109139,6.0,1,3,12,0,0,1,0,0,0,0,0,0,0,0
3354,1801,1411,1624,7,10,2009,3,3.5,266061,6.0,1,1,12,0,0,1,0,0,0,0,0,0,0,0
3355,1833,7056,790,17,55,2009,2,1.6,52020,4.0,1,2,4,0,0,1,0,0,0,0,0,0,0,0
3356,1892,16766,1185,5,24,2009,3,2.5,162332,4.0,1,2,4,0,0,0,0,0,1,0,0,0,0,0
3357,1958,16935,0,6,6,2009,1,1.8,148000,4.0,1,2,12,0,1,0,0,0,0,0,0,0,0,0
3358,1976,4704,0,43,451,2009,2,1.4,130000,4.0,4,2,0,0,0,1,0,0,0,0,0,0,0,0
3359,2013,21608,2108,1,352,2009,2,4.6,217614,4.0,1,2,4,0,0,1,0,0,0,0,0,0,0,0
3360,2032,5018,1624,7,10,2009,3,3.5,109139,6.0,1,3,12,0,0,1,0,0,0,0,0,0,0,0
3361,2144,11102,790,5,14,2009,2,1.6,186434,4.0,1,2,4,0,0,1,0,0,0,0,0,0,0,0
3362,2148,13485,878,6,6,2009,1,1.8,257000,4.0,1,2,6,0,1,0,0,0,0,0,0,0,0,0
3363,2268,1411,1624,7,10,2009,3,3.5,266061,6.0,1,1,12,0,0,1,0,0,0,0,0,0,0,0
3364,2323,12544,878,3,30,2009,2,1.8,75000,4.0,1,2,12,0,0,1,0,0,0,0,0,0,0,0
3365,2343,13485,0,6,6,2009,1,1.5,288000,4.0,1,2,4,0,0,1,0,0,0,0,0,0,0,0
3366,2350,4547,614,17,501,2009,2,1.2,171138,4.0,1,2,4,0,0,1,0,0,0,0,0,0,0,0
3367,2419,627,1405,10,21,2009,2,3.0,171382,6.0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
3368,2451,4704,790,2,50,2009,2,1.6,50549,4.0,1,2,4,0,0,1,0,0,0,0,0,0,0,0
3369,2452,2430,2151,1,17,2009,2,4.7,264339,8.0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
3370,2517,5018,1624,7,10,2009,3,3.5,109139,6.0,1,3,12,0,0,1,0,0,0,0,0,0,0,0
3371,2555,8467,658,3,156,2009,1,1.3,155000,4.0,2,2,8,0,1,0,0,0,0,0,0,0,0,0
3372,2566,19707,1273,20,88,2009,3,2.7,170347,4.0,1,2,4,1,0,0,0,0,0,0,0,0,0,0
3373,2632,13771,790,5,14,2009,2,1.6,143091,4.0,1,2,4,0,0,1,0,0,0,0,0,0,0,0
3374,2675,11704,790,2,55,2009,2,1.6,119806,4.0,1,2,4,0,0,1,0,0,0,0,0,0,0,0
3375,2711,8624,0,3,156,2009,1,1.3,180000,4.0,3,2,4,0,1,0,0,0,0,0,0,0,0,0
3376,2758,18817,0,6,6,2009,1,1.8,288034,4.0,1,2,8,0,0,1,0,0,0,0,0,0,0,0
3377,2767,5018,1624,7,10,2009,3,3.5,109139,6.0,1,3,12,0,0,1,0,0,0,0,0,0,0,0
3378,2785,17249,0,4,40,2009,1,2.5,245000,4.0,1,2,10,0,0,1,0,0,0,0,0,0,0,0
3379,2801,13485,0,10,573,2009,2,2.8,163000,6.0,1,3,6,0,0,0,0,0,0,1,0,0,0,0
3380,2818,17249,1141,11,268,2009,2,2.4,54575,4.0,1,2,4,1,0,0,0,0,0,0,0,0,0,0
3381,2838,10976,0,3,156,2009,1,1.3,200000,4.0,1,2,2,0,1,0,0,0,0,0,0,0,0,0
3382,2929,5959,966,17,55,2009,3,2.0,75644,4.0,1,2,4,0,0,1,0,0,0,0,0,0,0,0
3383,2962,6429,961,2,45,2009,3,2.0,74594,4.0,1,2,4,1,0,0,0,0,0,0,0,0,0,0
3384,2983,188,1185,4,4,2009,1,2.5,196682,4.0,1,2,0,1,0,0,0,0,0,0,0,0,0,0
3385,2993,220,1185,4,4,2009,1,2.5,193614,4.0,1,2,0,1,0,0,0,0,0,0,0,0,0,0
3386,3001,12231,1537,5,59,2009,2,3.3,159747,4.0,1,2,4,0,0,1,0,0,0,0,0,0,0,0
3387,3008,16935,0,6,6,2009,1,1.8,124000,4.0,1,2,6,0,1,0,0,0,0,0,0,0,0,0
3388,3033,7997,1537,6,18,2009,1,3.3,251278,6.0,1,1,12,1,0,0,0,0,0,0,0,0,0,0
3389,3085,6586,789,2,50,2009,2,1.6,75996,4.0,1,2,4,0,0,1,0,0,0,0,0,0,0,0
3390,3089,6269,617,2,171,2009,2,1.2,73816,4.0,1,2,4,0,0,1,0,0,0,0,0,0,0,0
3391,3192,13463,1756,5,59,2009,2,3.8,187143,4.0,1,2,4,0,0,0,0,0,0,1,0,0,0,0
3392,3202,9252,1273,20,88,2009,3,2.7,60227,4.0,1,2,4,1,0,0,0,0,0,0,0,0,0,0
3393,3214,1882,746,6,6,2009,1,1.5,142426,4.0,1,2,12,0,0,1,0,0,0,0,0,0,0,0
3394,3236,784,1537,6,18,2009,1,3.3,472304,6.0,1,1,12,1,0,0,0,0,0,0,0,0,0,0
