ID,Price,Levy,Manufacturer,Model,Prod. year,Category,Fuel type,Engine volume,Mileage,Cylinders,Gear box type,Drive wheels,Airbags
5289,6899,0,15,227,2004,2,4,1.2,145000,4.0,1,2,0
5344,5959,0,15,227,2004,2,2,1.2,175000,4.0,1,2,2
5349,15053,0,7,47,2004,1,2,3.5,149000,6.0,1,1,2
5351,17562,0,7,378,2004,8,6,3.2,220000,6.0,1,3,6
5688,13172,0,15,196,2004,1,4,2.0,190000,4.0,1,1,4
5699,5331,0,15,227,2004,2,6,1.3,127000,4.0,1,2,4
5755,15681,0,7,58,2004,3,4,3.2,290000,6.0,2,1,10
5797,10000,0,4,11,2004,4,2,2.4,1000,6.0,4,3,2
5873,27284,0,6,519,2004,1,3,4.2,525000,6.0,4,1,4
5888,13000,0,12,509,2004,1,2,4.2,250000,8.0,1,1,0
5899,9722,0,15,243,2004,1,4,3.3,216000,6.0,4,1,4
5949,8781,0,21,124,2004,8,6,2.3,170000,4.0,1,2,4
6084,15500,0,7,868,2004,3,4,3.2,315994,4.0,1,1,8
6194,7213,0,19,421,2004,8,4,2.4,1111,4.0,3,2,4
6219,29793,0,35,797,2004,10,2,3.5,180800,6.0,1,2,2
6242,17500,0,10,21,2004,1,2,4.4,194000,8.0,2,1,10
6339,8700,0,3,550,2004,8,2,3.0,323000,6.0,1,2,4
6401,21639,0,10,21,2004,1,3,3.0,246000,6.0,2,1,12
6426,10349,0,15,196,2004,1,2,2.0,156000,4.0,1,1,8
6427,36065,0,1,17,2004,1,6,4.7,197000,8.0,1,1,10
6442,10976,0,15,196,2004,1,2,2.5,313000,4.0,1,2,0
6458,16308,0,7,47,2004,1,4,3.7,279752,6.0,2,1,10
6709,9408,0,19,214,2004,1,2,2.0,250000,4.0,1,1,2
6793,13485,0,10,125,2004,3,2,3.0,199200,6.0,2,3,5
6846,12231,0,15,132,2004,8,4,3.5,141000,6.0,2,3,4
6851,6899,0,6,76,2004,1,2,1.5,200000,4.0,1,1,12
6889,7370,0,3,3,2004,2,2,1.3,136000,4.0,1,2,5
6990,7840,0,15,953,2004,5,3,2.2,300000,2.0,4,3,3
7135,4704,0,21,399,2004,3,2,2.3,218194,4.0,1,2,8
7200,450,0,10,211,2004,3,2,1.6,10000,4.0,4,1,2
7273,8500,0,10,211,2004,3,2,2.2,13700,6.0,4,3,6
7284,10976,0,34,489,2004,1,6,5.7,200000,8.0,1,1,6
7352,12544,5666,6,247,2004,8,2,2.4,133000,4.0,1,2,5
7386,7527,0,21,986,2004,2,2,1.5,164004,4.0,4,2,6
7400,7840,0,6,121,2004,3,2,1.3,11700,4.0,1,2,2
7425,6272,0,21,436,2004,3,2,1.3,230000,4.0,3,2,7
7710,7056,0,15,1007,2004,2,2,1.2,135000,4.0,1,2,2
7741,9408,0,10,1010,2004,3,2,1.9,81000,4.0,2,3,6
7904,10036,0,15,196,2004,1,2,1.9,200000,2.0,1,2,2
8000,6899,0,3,3,2004,3,2,1.3,160000,4.0,1,2,2
8087,11604,0,16,1036,2004,3,2,2.0,138000,4.0,1,1,2
8088,7995,0,15,128,2004,2,2,1.5,171000,4.0,1,2,4
8089,8467,0,15,128,2004,2,2,1.5,138000,4.0,3,2,4
8179,14113,0,10,520,2004,1,4,2.5,380000,6.0,2,1,12
8181,7527,0,3,3,2004,2,2,1.3,150000,4.0,1,2,4
8326,627,4736,16,83,2004,3,2,2.0,256000,4.0,4,1,6
8347,8154,0,15,128,2004,2,2,1.5,111111,4.0,3,2,6
8368,1700,0,21,124,2004,8,2,2.3,272000,4.0,1,1,0
8413,10663,0,6,789,2004,3,2,2.5,138000,6.0,2,3,12
8585,6899,0,6,721,2004,6,2,1.5,150000,4.0,1,1,12
8621,8467,0,16,83,2004,3,2,2.0,20000000,4.0,2,1,3
8632,7527,0,3,3,2004,2,2,1.3,150000,4.0,1,2,4
8665,7213,0,14,177,2004,6,2,1.8,18656,4.0,4,2,6
8733,16590,0,7,1075,2004,1,2,3.7,265000,6.0,2,1,10
8793,5645,0,15,227,2004,8,4,2.4,150000,4.0,1,2,10
8815,5959,0,12,1082,2004,7,2,1.4,177439,4.0,1,2,4
8853,14113,0,10,21,2004,1,2,4.8,206000,12.0,2,1,8
8873,200,0,6,1086,2004,1,3,4.2,170000,8.0,4,1,2
9020,11917,0,15,491,2004,1,4,3.5,233600,6.0,3,1,6
9026,15681,0,7,545,2004,1,6,5.0,299200,8.0,1,1,8
9121,11917,0,11,1100,2004,1,6,4.0,363200,6.0,1,1,4
9184,10349,0,15,196,2004,1,4,2.0,167000,4.0,1,1,6
9215,15681,0,7,1105,2004,1,2,3.7,238078,6.0,2,1,12
9256,8467,0,10,664,2004,3,2,2.5,190000,6.0,2,3,2
9276,10036,0,24,1112,2004,1,2,4.5,300000,6.0,2,3,6
9331,11917,0,19,214,2004,1,2,2.0,200000,4.0,1,1,4
9448,10976,0,34,489,2004,1,6,4.7,241600,8.0,1,1,4
9458,10349,0,15,128,2004,2,2,1.5,147000,4.0,1,1,2
9518,13172,0,15,196,2004,1,4,2.0,190000,4.0,1,1,4
9533,14113,0,10,189,2004,3,4,2.5,174000,6.0,2,3,12
9590,13799,0,4,269,2004,5,3,1.8,223000,4.0,4,2,2
9725,12074,0,11,22,2004,1,4,4.0,151000,6.0,1,1,4
9787,15681,0,15,132,2004,8,6,3.5,131000,6.0,2,3,2
9941,11290,0,6,1148,2004,8,2,2.0,170000,4.0,1,2,2
10075,12074,0,12,91,2004,3,2,4.0,59439,8.0,2,1,8
10128,9408,0,35,797,2004,7,2,3.0,168000,6.0,1,2,6
10271,13328,0,7,47,2004,1,4,3.7,136000,6.0,2,1,8
10300,6272,0,15,1182,2004,3,2,2.5,156000,6.0,1,1,6
10310,11290,0,7,1185,2004,3,2,3.2,100000,6.0,4,3,8
10558,20385,0,7,19,2004,4,3,2.2,400000,4.0,4,2,0
10631,17249,0,10,21,2004,1,6,4.4,240000,8.0,2,1,8
10800,13172,1834,7,19,2004,8,3,2.2,179375,4.0,4,3,0
10859,13485,0,10,146,2004,3,2,3.0,149770,6.0,1,3,8
10896,21953,0,7,306,2004,3,2,5.0,99000,8.0,2,3,10
10925,11290,0,6,41,2004,8,2,2.0,186000,4.0,1,2,6
11092,4704,0,12,101,2004,3,2,2.0,225600,4.0,4,2,8
11122,14740,0,10,125,2004,3,2,3.0,280000,6.0,2,3,8
11131,8467,0,16,166,2004,6,2,2.5,163000,4.0,2,1,2
11216,10349,0,15,196,2004,1,2,2.0,156000,4.0,1,1,8
11338,6899,0,29,570,2004,2,2,1.6,85000,4.0,4,1,2
11340,8154,0,8,140,2004,3,2,1.6,205000,4.0,1,2,8
11355,12231,0,7,443,2004,3,2,1.8,221000,4.0,2,3,10
11390,12600,0,3,550,2004,8,6,2.4,190000,4.0,2,2,10
11497,100,0,7,582,2004,1,2,3.2,15000,6.0,1,1,6
11574,100,0,24,648,2004,1,2,3.5,150000,8.0,2,1,6
11811,2744,3184,4,46,2004,3,2,3.9,60426,6.0,1,3,12
12091,6586,0,15,227,2004,2,2,1.4,170000,4.0,1,2,4
12131,11290,0,7,1305,2004,6,2,2.6,143000,6.0,1,3,8
12145,10663,0,12,537,2004,5,3,2.0,195000,4.0,4,2,2
12438,11917,0,15,491,2004,1,4,3.5,233600,6.0,3,1,6
12519,10192,0,10,97,2004,7,2,2.5,142000,6.0,4,3,6
12603,8467,0,3,30,2004,2,6,1.7,150000,4.0,3,2,4
12684,16621,0,3,49,2004,1,2,2.4,175000,4.0,1,1,0
12724,13485,0,10,520,2004,1,2,2.5,164000,6.0,2,1,8
12822,14500,0,9,1206,2004,1,2,4.5,315430,8.0,1,1,0
13011,20385,0,7,1104,2004,8,3,2.2,320070,4.0,1,2,2
13015,10349,0,15,196,2004,1,4,2.0,125000,4.0,1,2,4
13100,13000,0,12,509,2004,1,3,2.5,1000,6.0,2,1,6
13122,15524,0,7,47,2004,1,6,3.5,170333,6.0,2,1,10
13258,13172,3025,11,316,2004,1,4,3.7,234000,6.0,1,1,6
13312,14740,0,10,21,2004,1,2,3.0,179100,6.0,2,1,8
13317,627,1993,3,49,2004,1,2,2.4,386144,4.0,1,2,12
13332,12231,0,15,196,2004,6,2,2.0,170000,3.0,1,1,2
13388,7213,0,22,1376,2004,1,2,4.2,260000,6.0,1,1,10
13406,17876,4057,7,1047,2004,7,4,5.0,12400,8.0,2,3,6
13415,6899,0,14,736,2004,5,2,1.2,234758,4.0,4,2,2
13506,14113,0,24,1112,2004,1,2,4.5,250000,8.0,2,1,0
13534,6899,0,10,125,2004,3,2,3.0,185000,6.0,2,3,10
13572,15681,0,7,47,2004,1,6,3.5,170000,6.0,2,1,12
13602,7213,0,3,3,2004,2,2,1.3,198000,4.0,3,2,2
13608,22266,0,19,100,2004,1,4,3.0,208000,6.0,1,1,2
13631,21953,0,10,21,2004,1,2,3.0,155087,6.0,2,1,12
13682,10976,0,15,514,2004,7,2,3.5,174000,6.0,2,3,6
13696,10349,0,10,149,2004,3,2,2.0,233600,6.0,2,3,6
13734,19130,0,19,100,2004,8,2,3.0,169000,6.0,1,1,5
13751,10036,0,32,267,2004,1,6,1.8,180000,4.0,4,1,6
13791,11917,0,6,247,2004,8,2,2.4,220000,4.0,1,2,4
13921,7840,0,16,54,2004,1,4,2.0,120000,4.0,2,1,12
13952,31361,0,6,734,2004,1,6,4.7,204000,8.0,1,1,4
13987,7213,0,3,3,2004,2,2,1.3,15200,4.0,1,2,4
14070,10036,0,3,3,2004,2,2,1.5,124234,4.0,3,2,2
14115,5959,0,36,896,2004,3,2,2.1,96000,6.0,1,2,8
14263,6586,0,3,3,2004,2,2,1.3,204950,4.0,3,2,2
14297,13799,0,7,183,2004,3,2,2.4,95140,6.0,2,3,8
14306,6586,0,6,44,2004,3,2,1.5,178000,4.0,1,2,2
14309,20071,0,7,1427,2004,1,4,3.5,175000,6.0,2,1,12
14330,23521,0,7,378,2004,8,6,3.2,245000,6.0,2,3,4
14519,7527,0,3,3,2004,2,2,1.3,150000,4.0,3,2,4
14561,16308,0,10,21,2004,1,4,3.0,16000,6.0,2,1,8
14674,12231,2628,9,20,2004,1,2,3.2,156121,8.0,2,1,10
14795,6000,0,19,1455,2004,3,2,3.8,135000,6.0,2,2,12
14809,13799,0,15,243,2004,1,4,3.3,200000,6.0,1,1,2
14859,5645,0,15,74,2004,8,2,2.0,160000,4.0,1,2,4
14920,10976,0,7,19,2004,5,3,2.2,316000,4.0,4,3,2
14984,4500,0,16,83,2004,3,2,2.0,11111,4.0,1,1,6
15181,13485,0,7,58,2004,3,2,3.2,231200,6.0,2,3,10
15403,24775,0,1,17,2004,1,2,4.7,200000,8.0,1,1,10
15435,7840,0,3,3,2004,2,2,1.3,177000,4.0,1,2,8
15549,16308,0,10,21,2004,1,4,3.0,16000,6.0,2,1,8
15685,10036,0,21,124,2004,8,4,2.3,115000,4.0,1,2,2
15694,13172,0,4,11,2004,4,3,2.0,180000,4.0,4,3,2
15765,4704,0,3,763,2004,2,2,2.0,180000,4.0,1,2,0
15935,7840,0,12,101,2004,2,2,1.6,106000,4.0,2,2,12
16048,9722,1675,4,11,2004,4,3,2.0,200000,4.0,4,2,0
16068,8154,0,3,30,2004,3,4,1.7,135000,4.0,3,2,2
16077,9095,0,6,121,2004,3,2,1.3,151000,4.0,1,2,2
16082,11917,0,16,1534,2004,1,4,2.5,220000,4.0,1,1,5
16093,10976,0,10,733,2004,7,2,2.5,111111,6.0,4,3,12
16227,15681,0,7,1105,2004,1,6,3.7,238078,6.0,2,1,12
16285,8467,0,16,54,2004,1,4,2.5,280000,4.0,1,1,4
16293,12231,0,7,58,2004,3,2,3.2,123000,6.0,2,3,10
16328,34497,0,1,17,2004,1,6,4.7,170000,8.0,1,1,8
16379,5331,0,10,149,2004,3,2,1.9,128202,4.0,2,3,4
16387,10976,0,7,143,2004,7,2,3.2,208000,6.0,1,3,6
16472,10976,0,16,1554,2004,6,4,3.0,133000,6.0,2,1,4
16474,13172,0,19,77,2004,1,6,3.0,211000,5.0,2,2,0
16488,7213,1437,8,207,2004,5,3,1.7,15000,4.0,4,2,2
16491,8467,0,7,1555,2004,2,3,1.7,165000,4.0,1,2,6
16618,12231,0,4,11,2004,4,3,2.0,125000,4.0,4,2,4
16623,17249,0,10,21,2004,1,3,3.0,317000,4.0,2,1,12
16666,16935,0,10,21,2004,6,2,3.0,255000,6.0,1,1,8
16703,2500,0,7,200,2004,6,4,2.0,223644,4.0,2,2,4
16902,7527,0,19,160,2004,3,2,1.3,300000,4.0,1,2,4
17202,12231,0,15,196,2004,1,2,2.0,219000,4.0,1,1,4
17267,8300,0,3,3,2004,2,2,1.3,159000,4.0,3,2,2
17291,8467,0,19,150,2004,6,4,2.4,140000,6.0,1,1,6
101,12231,0,19,67,2005,1,6,2.4,144000,4.0,2,1,16
166,20385,0,19,100,2005,8,2,3.0,184000,6.0,1,1,12
263,29793,0,7,135,2005,3,2,3.5,263000,4.0,1,3,0
364,13799,0,10,163,2005,3,2,4.8,240000,8.0,2,3,12
697,15053,0,10,246,2005,1,2,3.0,250000,6.0,2,1,4
699,7683,0,15,128,2005,3,2,1.5,21000,4.0,3,2,3
735,9722,0,15,128,2005,2,2,1.5,97000,4.0,1,2,0
786,12544,0,10,97,2005,3,2,2.5,162000,6.0,2,3,12
859,10976,0,6,44,2005,2,2,1.5,121000,4.0,4,2,2
860,17249,0,3,49,2005,1,2,2.4,118000,4.0,1,1,6
969,9722,0,15,128,2005,2,2,1.5,165000,4.0,1,2,2
1001,16621,0,15,243,2005,1,2,4.0,118498,6.0,1,1,6
1019,5645,0,10,307,2005,1,2,4.4,1000,8.0,2,1,12
1090,8467,0,15,320,2005,3,2,1.5,16302,3.0,1,2,4
1142,10976,0,11,22,2005,1,2,3.7,185000,6.0,2,1,6
1228,3700,0,7,340,2005,2,2,1.5,100000,4.0,1,2,5
1231,6272,0,7,250,2005,3,2,1.9,122000,4.0,2,2,4
1263,15994,0,3,49,2005,1,2,2.4,125000,4.0,4,1,6
1353,8781,0,3,3,2005,2,2,1.5,170000,4.0,3,2,6
1412,10976,0,6,6,2005,2,1,1.5,259000,4.0,3,2,2
1592,7527,0,15,128,2005,2,2,1.5,130000,4.0,1,2,4
1658,8467,0,21,223,2005,3,2,2.3,65000,4.0,2,2,8
1661,20385,0,7,134,2005,3,2,5.0,230000,8.0,2,3,10
1674,17249,0,6,411,2005,8,6,2.4,251000,4.0,1,2,2
1774,20385,0,7,134,2005,3,2,5.0,230000,8.0,2,3,10
1799,10976,0,10,125,2005,3,6,3.0,2200,6.0,2,1,8
1810,3136,0,21,430,2005,8,2,1.8,170000,4.0,1,2,6
1822,10349,0,6,121,2005,2,2,1.3,135000,4.0,1,2,0
1860,5645,0,21,436,2005,3,2,1.3,293940,4.0,4,2,2
1877,7392,0,15,320,2005,2,2,1.5,117000,4.0,3,2,4
1894,37633,0,1,17,2005,1,6,4.7,336000,8.0,1,1,10
1951,10349,7058,16,83,2005,3,2,3.0,147000,6.0,2,1,6
1987,800,0,26,385,2005,3,2,1.3,200000,4.0,4,2,2
2124,10349,0,3,3,2005,2,2,1.3,156000,4.0,1,2,4
2229,12544,0,26,482,2005,1,2,2.7,150000,6.0,1,1,4
2250,100,0,10,21,2005,1,6,4.4,10000,8.0,2,1,8
2262,15681,0,10,21,2005,1,2,4.4,7789999,6.0,1,3,0
2292,10663,0,15,74,2005,8,2,2.0,117000,4.0,1,2,12
2293,20385,0,15,491,2005,1,4,3.5,155200,6.0,1,1,8
2363,13172,0,3,49,2005,1,2,2.4,150000,4.0,1,1,4
2437,6272,0,15,221,2005,3,2,2.3,172000,6.0,1,2,6
2487,11917,0,15,196,2005,1,2,2.0,137453,4.0,1,1,6
2589,13485,0,26,109,2005,1,2,2.7,180000,6.0,1,1,6
2603,348,0,15,536,2005,8,2,2.0,46702,4.0,3,2,6
2764,8467,0,16,54,2005,6,2,2.0,145576,4.0,1,1,4
2806,15367,0,10,163,2005,3,2,5.0,177000,8.0,2,3,12
2901,16621,0,3,49,2005,1,2,2.4,120000,4.0,1,1,6
2919,4704,0,3,504,2005,1,2,3.5,145000,6.0,1,1,4
2935,17249,0,7,306,2005,3,2,5.0,125000,8.0,2,3,12
3083,7213,0,3,3,2005,3,2,1.3,176000,4.0,3,2,8
3171,6272,0,15,320,2005,2,2,1.5,156000,4.0,1,2,7
3338,16308,0,7,545,2005,1,6,5.0,168520,8.0,2,1,12
3370,8467,0,15,128,2005,2,2,1.5,111111,4.0,1,1,6
3390,8781,0,15,107,2005,3,2,2.5,53000,4.0,2,2,8
3437,6900,0,15,320,2005,3,2,1.5,174000,4.0,1,2,4
3452,7840,0,15,128,2005,2,2,1.5,160000,4.0,3,2,6
3545,8781,0,15,221,2005,3,6,2.3,205000,6.0,1,2,6
3626,14583,0,3,550,2005,8,2,3.0,175000,8.0,1,2,2
3923,14426,0,7,10,2005,3,6,3.5,279000,6.0,2,3,8
4084,3500,0,6,695,2005,8,2,2.0,98000,4.0,1,2,4
4104,7840,0,6,696,2005,2,6,1.5,191558,4.0,3,2,2
4136,16935,0,10,520,2005,1,2,3.0,155903,6.0,2,1,10
4186,4861,1515,2,708,2005,5,2,1.8,127000,4.0,4,2,3
4193,8467,0,6,44,2005,3,2,1.5,135000,4.0,1,2,10
4313,9408,0,46,719,2005,1,2,2.3,102000,4.0,4,3,2
4475,19757,0,6,734,2005,1,2,4.7,18000,6.0,2,1,10
4611,23521,0,7,19,2005,4,3,2.2,300000,4.0,4,3,2
4614,13172,0,7,47,2005,1,2,3.5,171531,6.0,2,1,6
4621,11500,0,24,648,2005,1,2,3.5,1000,6.0,2,1,6
4680,11760,0,3,550,2005,8,2,2.4,145000,4.0,2,1,6
4735,18817,0,10,766,2005,3,4,4.8,210000,8.0,2,3,12
4828,7840,5877,7,373,2005,9,2,7.3,156470,12.0,1,3,12
4896,17249,0,10,21,2005,1,2,3.0,196000,6.0,2,1,8
4925,17249,0,7,47,2005,1,2,3.7,280000,6.0,2,1,8
5030,7527,0,21,786,2005,2,2,1.5,176000,4.0,1,2,2
5039,8311,0,15,128,2005,2,2,1.5,138000,4.0,1,2,2
5088,7213,0,3,3,2005,2,2,1.3,121757,4.0,3,2,2
5100,7997,0,3,3,2005,2,2,1.3,172000,4.0,1,2,4
5238,12544,0,6,6,2005,3,1,1.5,205000,4.0,3,2,8
5268,18189,0,1,15,2005,1,1,3.3,190000,6.0,3,1,8
5333,9095,0,16,83,2005,3,6,3.0,144000,6.0,2,1,0
5392,24148,0,10,815,2005,9,2,4.4,222222,6.0,2,3,12
5547,9095,0,3,3,2005,3,2,1.3,20000,4.0,1,2,4
5643,4400,0,29,319,2005,3,2,1.7,125000,4.0,4,3,0
5709,6272,0,15,320,2005,2,2,1.5,190000,4.0,3,2,2
5784,10036,0,15,74,2005,8,2,2.0,111000,4.0,1,2,2
5804,10036,0,6,6,2005,3,1,1.5,21245,4.0,3,2,4
5826,7527,0,15,128,2005,2,2,1.5,150000,4.0,3,2,4
5868,7527,0,3,3,2005,3,2,1.3,239825,4.0,3,2,2
5875,8467,0,15,128,2005,2,2,1.5,1111,4.0,3,2,7
5877,15367,0,15,243,2005,1,6,4.0,196000,6.0,4,1,6
5919,8781,1356,8,207,2005,5,4,1.6,146300,4.0,4,2,2
5958,22894,0,15,243,2005,1,6,4.0,16000,6.0,2,1,4
5990,8154,0,3,30,2005,2,2,1.7,160000,4.0,3,2,0
6137,10976,0,12,25,2005,3,2,2.5,186000,5.0,2,2,12
6146,19444,0,10,647,2005,3,2,4.4,220000,8.0,2,3,10
6237,7840,0,12,537,2005,5,3,1.9,140160,4.0,4,2,3
6239,8467,0,3,3,2005,2,2,1.3,178000,4.0,3,2,4
6380,5331,0,31,892,2005,3,2,1.4,210000,4.0,4,2,4
6388,7213,0,2,55,2005,3,2,1.6,200000,4.0,4,2,2
6417,13172,0,19,150,2005,1,2,2.4,160000,4.0,4,1,8
6449,24775,0,7,310,2005,7,2,3.5,92800,6.0,2,2,12
6495,8467,0,6,121,2005,2,2,1.3,138000,4.0,1,2,4
6501,11650,0,19,214,2005,1,2,2.0,231212,4.0,1,1,6
6513,22894,0,7,545,2005,1,2,5.0,200000,8.0,2,1,12
6563,20385,0,15,491,2005,1,4,3.5,155200,6.0,1,1,8
6637,7840,0,26,918,2005,2,2,1.3,190000,4.0,4,2,4
6658,15994,0,7,152,2005,3,4,1.8,187323,4.0,1,3,6
6798,8781,0,15,128,2005,3,2,1.5,12000,4.0,1,2,2
6807,5959,0,38,327,2005,3,2,2.0,450000,4.0,4,2,4
6862,9095,0,15,128,2005,2,2,1.5,140000,4.0,1,1,6
6867,15994,0,13,938,2005,3,2,2.4,160000,6.0,1,2,6
6939,14113,0,7,943,2005,7,6,3.0,111000,6.0,2,3,6
6943,9095,0,3,3,2005,3,2,1.5,148000,4.0,3,2,2
7078,36065,0,6,181,2005,1,2,2.7,167000,4.0,1,1,8
7132,17876,0,32,960,2005,1,2,4.2,252000,6.0,2,1,8
7214,7840,0,3,3,2005,3,2,1.3,230000,4.0,3,2,6
7282,10036,0,15,128,2005,2,6,1.5,125000,4.0,3,2,2
7290,10976,0,10,146,2005,7,4,3.0,176000,6.0,2,3,4
7306,14113,0,7,19,2005,3,3,2.2,245000,4.0,2,3,5
7433,7213,0,6,6,2005,3,2,1.5,126000,4.0,1,2,4
7438,10976,0,8,140,2005,5,2,1.8,1111,4.0,1,2,8
7448,7370,0,15,320,2005,2,2,1.5,151000,4.0,3,2,4
7925,19080,0,10,21,2005,1,2,4.4,195000,8.0,2,1,0
8025,9500,0,5,24,2005,8,2,2.4,240000,4.0,4,3,0
8073,12858,0,8,137,2005,8,3,1.9,204000,4.0,4,2,8
8083,10976,0,10,149,2005,7,2,1.8,55000,4.0,4,3,4
8192,9095,0,6,695,2005,8,4,1.8,27000,4.0,1,1,10
8211,13015,0,7,443,2005,3,6,2.5,235000,6.0,2,3,0
8390,4704,0,8,1056,2005,2,2,0.7,167000,3.0,1,2,2
8434,7840,0,15,128,2005,2,2,1.5,132000,4.0,3,2,8
8486,20385,0,15,491,2005,1,4,3.5,155200,6.0,1,1,8
8521,1254,2705,6,18,2005,1,2,3.3,244283,6.0,1,2,12
8549,7840,0,15,221,2005,3,2,2.4,74400,6.0,1,2,6
8577,8467,0,14,635,2005,5,2,1.6,111111,4.0,4,2,0
8688,5959,0,19,160,2005,2,2,1.5,280000,4.0,3,1,4
8707,7840,0,15,320,2005,2,2,1.5,108000,4.0,1,2,2
8800,7840,0,3,424,2005,3,6,3.0,15500,6.0,2,2,8
8824,14113,0,6,6,2005,3,1,1.5,111111,4.0,1,2,6
8859,13485,0,12,509,2005,1,4,4.2,260000,8.0,2,1,12
8866,3850,0,16,83,2005,3,2,2.0,202000,4.0,1,1,2
8867,7213,0,2,50,2005,2,2,1.5,100000,4.0,1,2,4
8884,8467,0,21,124,2005,8,2,3.0,20000,6.0,1,2,4
8967,8154,0,15,128,2005,2,2,1.5,130000,4.0,1,2,4
9008,10349,0,15,243,2005,1,2,4.0,313600,6.0,4,1,4
9023,10976,0,4,46,2005,7,2,4.0,124000,6.0,1,3,6
9102,5645,0,6,276,2005,2,2,1.0,135000,4.0,1,2,2
9109,14426,0,19,150,2005,1,2,2.4,164000,4.0,2,1,2
9110,11133,0,6,121,2005,2,6,1.5,137000,4.0,1,2,2
9160,9408,0,6,300,2005,8,2,2.0,198555,4.0,1,1,4
9196,17562,0,10,21,2005,1,6,3.0,71000,6.0,2,1,10
9269,399,0,7,546,2005,1,2,5.5,111111,8.0,2,1,8
9313,14113,0,10,520,2005,1,2,3.0,288000,6.0,1,1,10
9352,12544,0,25,1116,2005,3,2,2.2,152200,4.0,4,2,10
9407,9095,0,15,128,2005,2,2,1.5,140000,4.0,1,1,6
9417,10976,0,7,1125,2005,3,2,1.7,142000,4.0,2,2,8
9435,11917,0,8,137,2005,6,2,2.2,100000,4.0,1,2,4
9443,10349,0,6,44,2005,3,2,1.3,180000,4.0,1,2,4
9447,6896,0,7,102,2005,8,6,1.9,189000,4.0,2,2,6
9457,7840,0,3,3,2005,2,2,1.3,160250,4.0,3,2,5
9487,16621,0,6,76,2005,2,2,2.4,273094,4.0,1,2,4
9523,11200,0,10,189,2005,3,2,3.0,246000,4.0,1,3,6
9550,10036,0,7,1125,2005,2,2,2.0,123456,4.0,2,2,6
9587,7370,0,11,22,2005,1,4,3.7,111111,6.0,2,1,5
9602,7700,0,15,128,2005,3,2,1.5,154000,4.0,1,2,8
9710,11917,0,3,1089,2005,8,2,2.4,136800,4.0,1,1,2
9711,12858,0,15,196,2005,1,2,2.0,180000,4.0,1,1,8
9747,6586,0,21,453,2005,3,2,3.0,198000,6.0,4,2,0
9772,20385,0,15,491,2005,1,4,3.5,155200,6.0,1,1,8
9795,8624,0,3,3,2005,2,2,1.5,190000,4.0,3,2,2
9887,31361,3894,10,1144,2005,1,2,4.8,147200,8.0,2,1,12
9960,9408,0,10,149,2005,7,2,2.0,110000,4.0,2,3,6
10015,8781,1356,8,207,2005,6,4,1.6,167000,4.0,4,2,2
10065,8467,0,19,160,2005,6,2,1.3,88000,4.0,1,2,10
10152,14113,0,8,137,2005,8,2,1.6,155000,4.0,4,2,4
10166,18817,0,7,1171,2005,4,4,2.3,444444,4.0,4,3,1
10341,2300,0,26,385,2005,2,2,1.3,23000000,4.0,4,1,7
10419,7527,0,3,216,2005,8,2,2.4,225000,4.0,1,2,12
10521,9722,0,15,74,2005,8,2,2.0,195000,4.0,1,2,2
10608,11000,0,26,109,2005,1,2,2.7,180000,6.0,1,1,6
10698,7840,0,3,3,2005,2,2,1.3,123456,4.0,3,2,6
10726,10036,0,16,54,2005,1,2,2.0,2147483647,4.0,2,1,12
10853,9095,0,8,137,2005,8,2,1.6,287140,4.0,4,2,4
10993,7213,0,15,320,2005,2,2,1.5,150000,4.0,1,2,4
11011,941,2467,4,747,2005,1,2,3.0,264666,6.0,1,2,12
11012,10036,0,6,6,2005,3,1,1.5,197000,4.0,1,2,8
11260,9500,0,12,25,2005,3,2,2.5,97000,5.0,2,2,6
11269,10976,0,6,6,2005,3,1,1.5,43200,4.0,1,2,0
11290,9408,0,16,83,2005,3,2,2.0,208000,4.0,2,1,4
11301,7997,0,15,320,2005,2,2,1.5,161000,4.0,3,2,2
11364,7213,0,7,86,2005,2,2,1.7,180600,4.0,2,2,6
11367,7840,0,3,3,2005,2,2,1.3,126000,4.0,3,2,4
11405,9408,0,3,3,2005,3,2,1.3,170000,4.0,3,2,4
11455,7213,0,15,320,2005,3,2,1.5,171436,4.0,3,2,0
11532,16621,0,12,509,2005,1,4,3.2,140000,6.0,2,1,10
11562,14426,0,10,125,2005,3,2,3.0,15000,6.0,2,3,6
11586,7213,0,15,320,2005,3,6,1.5,2000,4.0,1,2,2
11789,50178,0,7,135,2005,3,2,3.5,79000,6.0,2,3,12
11848,36692,0,1,17,2005,1,2,4.7,147000,8.0,2,1,8
11969,7213,0,15,227,2005,2,2,1.4,139000,4.0,1,2,4
12034,8467,1277,6,6,2005,2,1,1.5,163000,4.0,1,2,8
12040,5018,1515,31,1298,2005,2,2,1.8,237000,4.0,4,2,6
12191,17249,0,10,211,2005,3,3,1.9,349930,1.0,1,3,0
12201,8781,0,3,3,2005,3,2,1.5,1000,4.0,1,2,4
12206,627,2705,34,395,2005,3,2,3.3,219829,6.0,1,2,12
12352,8311,0,15,128,2005,2,2,1.5,114960,4.0,2,2,12
12376,16621,0,7,10,2005,3,2,3.5,238357,6.0,2,1,8
12459,7527,0,6,554,2005,3,4,2.0,111111,4.0,1,1,6
12513,9408,1515,7,443,2005,3,2,1.8,195200,4.0,1,3,8
