,Gender,Ever_Married,Age,Graduated,Profession,Work_Experience,Spending_Score,Family_Size,Var_1,Segmentation
1925,Female,Yes,37,Yes,Doctor,1.0,Average,2.0,Cat_6,C
1926,Male,No,19,No,Healthcare,0.0,Low,6.0,Cat_6,D
1927,Female,No,30,Yes,Healthcare,0.0,Low,5.0,Cat_2,A
1928,Male,Yes,43,No,Executive,3.0,Low,,Cat_6,B
1929,Male,Yes,73,No,Executive,1.0,High,2.0,Cat_4,D
1930,Female,No,19,No,Healthcare,0.0,Low,,Cat_6,D
1931,Male,Yes,50,Yes,Executive,1.0,High,3.0,Cat_6,C
1932,Male,Yes,51,Yes,,1.0,Low,2.0,Cat_6,D
1933,Female,Yes,32,Yes,Artist,4.0,High,2.0,Cat_6,C
1934,Female,No,39,Yes,Doctor,2.0,Low,1.0,Cat_6,B
1935,Male,No,43,Yes,Doctor,1.0,Low,4.0,Cat_6,A
1936,Female,No,33,Yes,Artist,5.0,Low,2.0,Cat_4,B
1937,Male,Yes,61,Yes,Artist,1.0,Average,3.0,Cat_3,C
1938,Female,Yes,70,Yes,Doctor,0.0,Average,2.0,Cat_6,C
1939,Male,Yes,66,Yes,Artist,1.0,Average,2.0,Cat_6,B
1940,Female,Yes,72,Yes,Artist,0.0,Low,1.0,Cat_6,C
1941,Male,Yes,71,Yes,Artist,0.0,High,2.0,Cat_6,B
1942,Male,No,18,No,Healthcare,8.0,Low,9.0,Cat_6,D
1943,Male,Yes,33,No,Artist,1.0,Average,2.0,Cat_4,B
1944,Male,No,28,Yes,Artist,9.0,Low,1.0,Cat_6,A
1945,Female,Yes,27,Yes,Marketing,11.0,Average,2.0,Cat_6,A
1946,Female,Yes,38,No,Engineer,1.0,Low,5.0,Cat_1,B
1947,Male,Yes,63,Yes,Artist,0.0,Average,7.0,Cat_6,C
1948,Male,Yes,70,Yes,Lawyer,0.0,High,3.0,Cat_6,A
1949,Female,No,26,Yes,Healthcare,10.0,Low,1.0,Cat_6,D
1950,Male,Yes,36,No,Entertainment,1.0,Low,2.0,Cat_4,A
1951,Female,Yes,47,Yes,Artist,0.0,Low,3.0,Cat_6,C
1952,Male,No,28,No,Entertainment,9.0,Low,2.0,Cat_6,A
1953,Female,No,26,Yes,Entertainment,1.0,Low,5.0,Cat_6,C
1954,Male,Yes,65,No,Lawyer,0.0,High,2.0,Cat_3,B
1955,Male,No,20,No,Marketing,1.0,Low,3.0,Cat_4,D
1956,Male,Yes,30,Yes,Artist,0.0,Average,2.0,Cat_6,C
1957,Male,No,41,Yes,Entertainment,8.0,Low,2.0,Cat_6,A
1958,Female,No,40,Yes,Doctor,1.0,Low,1.0,Cat_6,A
1959,Female,Yes,47,No,Engineer,1.0,Average,4.0,Cat_4,B
1960,Male,Yes,40,Yes,Entertainment,2.0,Average,5.0,Cat_6,A
1961,Female,Yes,53,No,Engineer,0.0,Average,3.0,Cat_6,A
1962,Female,No,28,Yes,Homemaker,0.0,Low,2.0,Cat_4,B
1963,Male,Yes,60,Yes,Artist,1.0,Low,2.0,Cat_6,A
1964,Female,No,27,Yes,Artist,8.0,Low,1.0,Cat_6,A
1965,Male,Yes,43,Yes,Artist,2.0,Low,2.0,Cat_6,B
1966,Female,No,33,Yes,Homemaker,7.0,Low,3.0,Cat_2,C
1967,Male,Yes,56,Yes,Entertainment,0.0,Average,2.0,Cat_6,C
1968,Male,Yes,70,Yes,Executive,1.0,High,2.0,Cat_6,C
1969,Male,Yes,70,No,Doctor,1.0,High,2.0,Cat_6,D
1970,Male,Yes,73,No,Executive,0.0,High,3.0,Cat_6,C
1971,Female,Yes,38,Yes,Entertainment,0.0,Average,2.0,Cat_2,A
1972,Female,No,40,Yes,Engineer,6.0,Low,3.0,Cat_6,D
1973,Male,Yes,88,No,Executive,0.0,Low,,Cat_6,D
1974,Female,No,29,Yes,Healthcare,1.0,Low,4.0,Cat_6,D
1975,Male,Yes,27,Yes,Executive,0.0,High,2.0,Cat_6,A
1976,Female,Yes,40,Yes,Engineer,0.0,Average,2.0,Cat_6,B
1977,Male,Yes,82,Yes,Lawyer,1.0,Low,1.0,Cat_6,A
1978,Female,No,38,Yes,Artist,7.0,Low,1.0,Cat_6,B
1979,Male,Yes,39,Yes,Doctor,0.0,Average,3.0,Cat_6,B
1980,Male,Yes,39,Yes,Artist,0.0,Average,2.0,Cat_2,C
1981,Male,No,47,Yes,Artist,0.0,Low,1.0,Cat_6,A
1982,Male,Yes,75,Yes,Lawyer,0.0,High,2.0,Cat_6,A
1983,Female,Yes,37,No,Marketing,0.0,Low,4.0,Cat_6,D
1984,Male,Yes,84,No,Lawyer,1.0,High,2.0,Cat_6,A
1985,Female,No,42,Yes,Entertainment,6.0,Low,2.0,Cat_6,A
1986,Male,Yes,39,Yes,Doctor,0.0,Average,2.0,Cat_1,D
1987,Male,Yes,42,Yes,Artist,0.0,Average,2.0,Cat_6,B
1988,Female,Yes,40,Yes,Artist,1.0,Average,2.0,Cat_4,A
1989,Female,No,52,Yes,Doctor,1.0,Low,1.0,Cat_4,B
1990,Male,No,52,No,Artist,5.0,Low,1.0,Cat_6,B
1991,Male,No,31,Yes,Entertainment,0.0,Low,4.0,Cat_6,D
1992,Male,Yes,37,Yes,Marketing,1.0,Low,2.0,Cat_6,D
1993,Male,No,27,Yes,Artist,3.0,Low,1.0,Cat_2,A
1994,Female,No,35,Yes,Engineer,4.0,Low,4.0,Cat_2,C
1995,Male,Yes,79,Yes,Artist,0.0,High,2.0,Cat_6,C
1996,Female,No,28,Yes,Doctor,1.0,Low,4.0,Cat_6,C
1997,Male,No,31,No,Healthcare,0.0,Low,4.0,Cat_6,D
1998,Male,Yes,88,No,Executive,0.0,High,3.0,Cat_6,D
1999,Female,No,51,Yes,Entertainment,4.0,Low,1.0,Cat_6,A
2000,Male,Yes,38,Yes,Entertainment,0.0,Low,2.0,Cat_6,D
2001,Female,Yes,53,Yes,Artist,0.0,Average,2.0,Cat_3,B
2002,Female,No,43,Yes,Artist,8.0,Low,2.0,Cat_6,B
2003,Male,Yes,55,No,Executive,0.0,Low,2.0,Cat_6,A
2004,Male,No,35,Yes,Artist,4.0,Low,2.0,Cat_6,A
2005,Female,Yes,25,No,Engineer,1.0,Average,2.0,Cat_4,A
2006,Male,Yes,58,Yes,Artist,6.0,Average,4.0,Cat_6,C
2007,Female,No,32,Yes,Doctor,1.0,Low,6.0,Cat_6,D
2008,Female,Yes,49,No,Artist,1.0,Average,4.0,Cat_3,C
2009,Female,Yes,53,No,Entertainment,9.0,High,2.0,Cat_6,A
2010,Female,Yes,31,No,Engineer,9.0,Low,4.0,Cat_6,A
2011,Male,No,39,Yes,Artist,1.0,Low,2.0,Cat_6,B
2012,Male,No,42,Yes,Entertainment,1.0,Low,1.0,Cat_6,A
2013,Male,No,20,No,Healthcare,1.0,Low,5.0,Cat_2,D
2014,Male,Yes,50,Yes,Entertainment,1.0,Low,2.0,Cat_6,A
2015,Male,No,26,No,Doctor,0.0,Low,6.0,Cat_2,B
2016,Male,Yes,46,Yes,Artist,1.0,Average,3.0,Cat_6,C
2017,Male,No,30,Yes,Doctor,0.0,Low,2.0,Cat_3,A
2018,Female,Yes,60,Yes,Doctor,6.0,Average,2.0,Cat_6,C
2019,Male,Yes,84,No,Lawyer,0.0,Low,1.0,Cat_6,D
2020,Female,No,37,Yes,Homemaker,0.0,Low,1.0,Cat_6,D
2021,Male,Yes,63,Yes,Artist,6.0,Low,1.0,Cat_6,B
2022,Female,No,38,Yes,Healthcare,0.0,Low,2.0,Cat_6,D
2023,Male,Yes,51,Yes,Entertainment,0.0,Average,4.0,Cat_6,C
2024,Male,No,20,No,Healthcare,0.0,Low,4.0,Cat_3,D
2025,Female,No,25,No,Healthcare,14.0,Low,3.0,Cat_6,D
2026,Female,No,33,Yes,Doctor,0.0,Low,5.0,Cat_6,D
2027,Female,No,31,No,Engineer,0.0,Low,1.0,Cat_6,D
2028,Male,Yes,57,Yes,Healthcare,1.0,Low,3.0,Cat_6,B
2029,Male,Yes,42,Yes,Artist,1.0,Low,4.0,Cat_4,B
2030,Male,Yes,40,No,Entertainment,2.0,Average,5.0,Cat_2,B
2031,Male,Yes,66,No,Lawyer,0.0,High,3.0,Cat_6,B
2032,Male,No,21,No,Homemaker,0.0,Low,4.0,Cat_3,A
2033,Male,Yes,73,No,Executive,1.0,High,2.0,Cat_6,B
2034,Female,Yes,46,Yes,Artist,0.0,Low,2.0,Cat_6,C
2035,Female,Yes,66,Yes,Artist,0.0,Average,2.0,Cat_6,C
2036,Male,Yes,27,Yes,Doctor,0.0,Average,2.0,Cat_5,D
2037,Female,Yes,35,Yes,Homemaker,0.0,Low,,Cat_3,D
2038,Female,Yes,53,No,Artist,1.0,High,4.0,Cat_6,A
2039,Male,Yes,80,No,Lawyer,8.0,Low,1.0,Cat_6,D
2040,Female,Yes,63,Yes,Artist,1.0,Average,3.0,Cat_6,C
2041,Female,No,41,Yes,Doctor,9.0,Low,1.0,Cat_4,A
2042,Male,Yes,43,Yes,Artist,1.0,Average,4.0,Cat_6,C
2043,Male,Yes,47,Yes,,1.0,High,3.0,Cat_6,B
2044,Female,No,18,No,Marketing,9.0,Low,5.0,Cat_3,B
2045,Female,No,33,Yes,Entertainment,1.0,Low,4.0,Cat_6,B
2046,Male,No,30,No,Engineer,9.0,Low,3.0,Cat_4,D
2047,Male,Yes,85,Yes,Executive,1.0,High,2.0,Cat_6,D
2048,Female,Yes,46,Yes,Artist,0.0,High,,Cat_6,C
2049,Male,Yes,48,Yes,Doctor,0.0,Low,2.0,,A
2050,Male,Yes,80,Yes,Lawyer,0.0,High,2.0,Cat_6,B
2051,Male,No,33,Yes,Artist,8.0,Low,,Cat_5,A
2052,Female,Yes,36,Yes,Artist,4.0,High,7.0,Cat_6,C
2053,Male,Yes,27,No,Entertainment,3.0,Average,2.0,Cat_6,B
2054,Male,No,28,No,Healthcare,0.0,Low,5.0,Cat_4,B
2055,Female,Yes,35,Yes,Doctor,0.0,Average,3.0,Cat_3,A
2056,Male,No,26,Yes,Entertainment,1.0,Low,3.0,Cat_6,D
2057,Female,Yes,39,Yes,Homemaker,0.0,Average,3.0,Cat_3,A
2058,Female,Yes,56,Yes,Artist,1.0,High,4.0,Cat_2,B
2059,Female,No,26,Yes,Artist,13.0,Low,2.0,Cat_6,B
2060,Male,Yes,31,Yes,Entertainment,4.0,Low,2.0,Cat_6,B
2061,Male,No,21,No,Healthcare,0.0,Low,2.0,Cat_6,D
2062,Male,Yes,39,No,Entertainment,1.0,Average,4.0,Cat_4,A
2063,Female,No,51,Yes,Artist,0.0,Low,1.0,Cat_6,C
2064,Male,Yes,45,No,Doctor,0.0,Low,4.0,Cat_4,A
2065,Female,No,33,Yes,Homemaker,11.0,Low,,Cat_6,D
2066,Male,Yes,62,,Lawyer,0.0,Low,1.0,Cat_6,C
2067,Female,Yes,80,Yes,Lawyer,0.0,High,2.0,Cat_6,A
2068,Male,Yes,77,Yes,Executive,1.0,Low,1.0,Cat_6,D
2069,Female,No,29,No,Healthcare,0.0,Low,5.0,Cat_4,D
2070,Female,Yes,33,No,Engineer,7.0,Average,5.0,Cat_4,B
2071,Male,No,29,No,Artist,1.0,Low,3.0,Cat_2,A
2072,Female,No,20,No,Healthcare,1.0,Low,,Cat_6,D
2073,Male,Yes,43,Yes,Artist,1.0,Low,2.0,Cat_3,B
2074,Female,No,18,No,Healthcare,1.0,Low,3.0,Cat_6,D
2075,Male,Yes,53,Yes,Artist,3.0,Average,3.0,Cat_6,B
2076,Male,Yes,28,Yes,Entertainment,3.0,Average,3.0,Cat_7,B
2077,Female,No,43,Yes,Entertainment,1.0,Low,4.0,Cat_4,A
2078,Male,No,31,Yes,Entertainment,1.0,Low,3.0,Cat_6,D
2079,Female,No,28,Yes,Healthcare,0.0,Low,2.0,Cat_3,D
2080,Male,Yes,65,Yes,Artist,1.0,Low,2.0,Cat_6,A
2081,Male,Yes,33,Yes,Artist,0.0,Average,2.0,Cat_6,B
2082,Male,Yes,49,Yes,Artist,0.0,Average,6.0,Cat_6,C
2083,Male,No,33,No,Healthcare,1.0,Low,4.0,Cat_6,C
2084,Male,Yes,53,Yes,Artist,6.0,Average,2.0,Cat_6,C
2085,Female,Yes,47,Yes,Artist,7.0,Average,4.0,Cat_6,C
2086,Male,No,31,No,Entertainment,1.0,Low,7.0,Cat_4,D
2087,Male,Yes,52,Yes,Executive,1.0,High,4.0,Cat_4,B
2088,Male,,61,,Engineer,2.0,Average,2.0,Cat_3,B
2089,Male,No,31,No,Healthcare,0.0,Low,7.0,Cat_6,D
2090,Female,No,30,Yes,Healthcare,1.0,Low,2.0,Cat_3,A
2091,Male,Yes,63,Yes,Entertainment,0.0,Average,2.0,Cat_6,C
2092,Male,Yes,69,No,Executive,9.0,Average,2.0,Cat_6,B
2093,Male,No,29,Yes,Engineer,0.0,Low,4.0,Cat_3,D
2094,Female,Yes,56,No,Engineer,1.0,Average,5.0,Cat_6,B
2095,Female,Yes,72,Yes,Artist,1.0,Average,3.0,Cat_6,B
2096,Male,Yes,88,No,Lawyer,0.0,Low,1.0,Cat_2,A
2097,Male,No,30,No,Engineer,1.0,Low,4.0,Cat_6,D
2098,Female,No,31,Yes,Healthcare,1.0,Low,4.0,Cat_2,B
2099,Male,No,41,Yes,Artist,2.0,Low,3.0,Cat_6,A
2100,Female,No,31,Yes,Healthcare,9.0,Low,7.0,Cat_5,D
2101,Male,No,20,No,Healthcare,0.0,Low,5.0,Cat_3,D
2102,Female,Yes,26,No,Marketing,7.0,High,3.0,Cat_4,A
2103,Male,Yes,48,No,Entertainment,0.0,Average,5.0,Cat_6,C
2104,Male,No,26,No,Healthcare,0.0,Low,,Cat_5,D
2105,Male,No,20,No,Healthcare,1.0,Low,4.0,Cat_6,D
2106,Male,Yes,41,Yes,Artist,4.0,Low,4.0,Cat_6,A
2107,Male,No,20,,Healthcare,4.0,Low,5.0,Cat_2,D
2108,Male,Yes,63,Yes,Homemaker,1.0,Low,3.0,Cat_6,B
2109,Male,Yes,88,Yes,Executive,1.0,Low,1.0,Cat_6,D
2110,Female,No,39,Yes,Engineer,0.0,Low,3.0,Cat_6,B
2111,Male,Yes,55,No,Engineer,1.0,High,4.0,Cat_6,A
2112,Male,No,32,Yes,Healthcare,0.0,Low,,Cat_6,D
2113,Male,No,32,Yes,Entertainment,1.0,Low,2.0,Cat_6,D
2114,Female,Yes,38,Yes,Artist,0.0,Average,3.0,Cat_6,A
2115,Female,Yes,62,Yes,Engineer,1.0,Low,1.0,Cat_3,B
2116,Male,No,18,No,Healthcare,1.0,Low,5.0,Cat_4,D
2117,Male,Yes,67,No,Executive,1.0,High,2.0,Cat_6,D
2118,Female,Yes,42,Yes,Artist,9.0,Low,2.0,Cat_6,B
2119,Female,No,45,Yes,Engineer,0.0,Low,1.0,Cat_6,A
2120,Male,Yes,46,No,Doctor,0.0,Average,3.0,Cat_4,D
2121,Male,No,20,No,Healthcare,2.0,Low,4.0,Cat_4,D
2122,Female,Yes,41,Yes,Engineer,0.0,High,3.0,Cat_6,A
2123,Female,Yes,35,No,Engineer,7.0,Average,4.0,Cat_4,A
2124,Female,Yes,52,Yes,Artist,6.0,Low,2.0,Cat_6,A
2125,Female,Yes,63,Yes,Artist,1.0,Average,4.0,Cat_6,B
2126,Male,Yes,51,No,Executive,5.0,Low,3.0,Cat_2,C
2127,Female,Yes,29,Yes,Entertainment,0.0,Average,2.0,Cat_6,A
2128,Male,No,27,No,Doctor,0.0,Low,4.0,Cat_6,B
2129,Female,No,37,Yes,Doctor,1.0,Low,1.0,Cat_4,A
2130,Female,Yes,29,No,Homemaker,0.0,Average,2.0,Cat_4,C
2131,Female,No,50,Yes,Artist,0.0,Low,2.0,Cat_6,A
2132,Male,Yes,74,Yes,Lawyer,1.0,Low,1.0,Cat_6,A
2133,Female,Yes,72,Yes,Artist,3.0,Average,3.0,Cat_6,C
2134,Female,Yes,83,Yes,Lawyer,1.0,High,2.0,Cat_6,B
2135,Male,Yes,37,Yes,Engineer,1.0,Average,3.0,Cat_3,A
2136,Female,No,19,No,Healthcare,0.0,Low,3.0,Cat_6,D
2137,Female,No,30,No,Artist,1.0,Low,1.0,Cat_6,B
2138,Female,No,46,Yes,Engineer,1.0,Low,2.0,Cat_1,B
2139,Female,Yes,65,Yes,Doctor,1.0,Low,2.0,Cat_6,B
2140,Female,Yes,88,Yes,Lawyer,1.0,Average,2.0,Cat_6,C
2141,Male,Yes,43,Yes,Entertainment,0.0,Average,2.0,Cat_5,A
2142,Male,Yes,50,Yes,Executive,9.0,High,3.0,Cat_2,C
2143,Male,No,35,Yes,Artist,8.0,Low,2.0,Cat_6,D
2144,Male,Yes,67,Yes,Lawyer,0.0,Low,1.0,Cat_3,A
2145,Male,Yes,66,Yes,Executive,0.0,Low,1.0,Cat_6,B
2146,Female,No,39,Yes,Artist,3.0,Low,2.0,Cat_6,C
2147,Female,Yes,46,Yes,Homemaker,0.0,Average,,Cat_6,C
2148,Female,No,32,No,Homemaker,8.0,Low,1.0,Cat_6,D
2149,Female,No,40,Yes,Artist,6.0,Low,1.0,Cat_6,B
2150,Male,Yes,88,Yes,Lawyer,0.0,High,3.0,Cat_6,C
2151,Male,No,30,Yes,Healthcare,8.0,Low,5.0,Cat_6,D
2152,Male,No,32,Yes,Entertainment,1.0,Low,1.0,Cat_6,A
2153,Male,Yes,43,No,Marketing,1.0,Low,2.0,Cat_7,D
2154,Female,Yes,55,No,Engineer,3.0,Average,2.0,Cat_6,B
2155,Female,Yes,47,Yes,Artist,0.0,Average,3.0,Cat_6,C
2156,Female,Yes,73,No,Engineer,1.0,Low,,,A
2157,Male,No,39,Yes,Artist,0.0,Low,1.0,Cat_6,C
2158,Male,No,22,No,Healthcare,0.0,Low,4.0,Cat_6,D
2159,Male,Yes,39,Yes,,0.0,Average,5.0,Cat_4,A
2160,Female,No,31,No,Healthcare,0.0,Low,7.0,Cat_6,B
2161,Male,No,27,Yes,Healthcare,0.0,Low,3.0,Cat_2,D
2162,Male,No,19,No,Healthcare,0.0,Low,4.0,Cat_6,D
2163,Male,Yes,69,No,Doctor,0.0,Average,2.0,Cat_6,C
2164,Male,Yes,37,No,Doctor,0.0,Average,2.0,Cat_6,B
2165,Male,Yes,45,Yes,Executive,0.0,High,2.0,Cat_6,C
2166,Female,No,22,No,Doctor,1.0,Low,3.0,Cat_3,A
2167,Female,No,26,Yes,Doctor,0.0,Low,3.0,Cat_6,B
2168,Male,No,39,Yes,Artist,1.0,Low,3.0,Cat_7,A
2169,Male,Yes,61,Yes,Entertainment,1.0,Low,2.0,Cat_5,A
2170,Female,Yes,74,No,Lawyer,1.0,High,2.0,Cat_6,C
2171,Male,No,29,Yes,Artist,4.0,Low,1.0,Cat_3,D
2172,Male,No,29,Yes,Homemaker,5.0,Low,1.0,Cat_6,D
2173,Male,No,36,No,Executive,0.0,Low,3.0,Cat_6,D
2174,Female,No,63,Yes,Doctor,0.0,Low,2.0,Cat_6,B
2175,Male,Yes,69,Yes,Artist,0.0,Average,5.0,Cat_3,C
2176,Female,,35,Yes,Artist,12.0,Low,2.0,Cat_6,B
2177,Male,Yes,81,Yes,Lawyer,1.0,Low,1.0,Cat_6,A
2178,Female,Yes,71,No,Lawyer,1.0,High,2.0,Cat_6,B
2179,Female,No,31,No,Healthcare,10.0,Low,2.0,Cat_3,C
2180,Male,Yes,41,Yes,Entertainment,9.0,Average,4.0,,A
2181,Male,Yes,35,No,Homemaker,1.0,Average,3.0,Cat_6,B
2182,Female,No,52,Yes,Artist,6.0,Low,1.0,Cat_6,A
2183,Male,No,19,No,Healthcare,0.0,Low,4.0,Cat_3,D
2184,Female,,39,Yes,Artist,0.0,Low,1.0,Cat_7,B
2185,Male,Yes,45,No,Artist,0.0,Low,2.0,Cat_4,B
2186,Female,No,19,No,Marketing,1.0,Low,4.0,Cat_6,D
2187,Male,No,23,No,Healthcare,2.0,Low,5.0,Cat_6,D
2188,Male,Yes,77,No,Lawyer,0.0,Low,2.0,Cat_6,D
2189,Female,Yes,84,Yes,Lawyer,0.0,Low,1.0,Cat_6,B
2190,Male,Yes,47,No,Entertainment,1.0,High,4.0,Cat_4,D
2191,Male,No,29,Yes,Entertainment,6.0,Low,3.0,Cat_6,A
2192,Female,No,35,Yes,Artist,8.0,Low,3.0,Cat_2,A
2193,Male,Yes,40,Yes,Artist,14.0,Low,2.0,Cat_6,C
2194,Male,No,35,No,Healthcare,1.0,Low,1.0,Cat_6,D
2195,Male,No,20,No,Healthcare,0.0,Low,3.0,Cat_2,D
2196,Male,No,43,Yes,Entertainment,0.0,Low,2.0,Cat_2,A
2197,Male,Yes,56,No,Executive,0.0,Low,1.0,Cat_6,D
2198,Female,Yes,53,Yes,Artist,3.0,Low,1.0,Cat_7,A
2199,Male,Yes,22,No,Executive,1.0,High,3.0,Cat_6,D
2200,Male,Yes,32,No,Healthcare,1.0,High,4.0,Cat_4,D
2201,Male,Yes,51,No,Executive,2.0,High,5.0,Cat_6,A
2202,Female,No,41,No,Marketing,1.0,Low,,Cat_3,D
2203,Male,Yes,37,No,Doctor,2.0,Average,4.0,Cat_6,A
2204,Male,Yes,55,Yes,Artist,4.0,Average,4.0,Cat_6,A
2205,Male,No,42,Yes,Entertainment,3.0,Low,2.0,Cat_6,A
2206,Male,No,20,No,Healthcare,1.0,Low,5.0,Cat_4,D
2207,Female,No,42,Yes,Artist,12.0,Low,2.0,Cat_4,A
2208,Female,Yes,38,No,Engineer,1.0,High,5.0,Cat_6,B
2209,Female,No,52,Yes,Engineer,3.0,Low,1.0,Cat_6,A
2210,Female,Yes,48,Yes,Marketing,9.0,Low,1.0,Cat_6,D
2211,Male,Yes,37,Yes,Entertainment,5.0,Average,2.0,Cat_6,C
2212,Male,No,27,No,Doctor,1.0,Low,3.0,Cat_6,B
2213,Male,Yes,48,No,Artist,3.0,Average,4.0,Cat_6,B
2214,Female,No,25,Yes,Marketing,5.0,Low,2.0,Cat_4,D
2215,Female,No,56,Yes,Doctor,3.0,Low,1.0,Cat_6,A
2216,Female,Yes,68,No,Lawyer,1.0,Low,1.0,Cat_6,D
2217,Male,No,21,No,Healthcare,0.0,Low,4.0,Cat_6,D
2218,Female,,72,No,Lawyer,8.0,Average,2.0,Cat_6,D
2219,Male,No,43,Yes,Artist,1.0,Low,2.0,Cat_2,B
2220,Male,Yes,52,Yes,Lawyer,8.0,High,2.0,Cat_6,C
2221,Male,Yes,50,No,Executive,0.0,Average,5.0,Cat_6,B
2222,Male,No,41,Yes,Entertainment,0.0,Low,1.0,Cat_4,D
2223,Male,Yes,40,Yes,Entertainment,8.0,Average,2.0,Cat_6,B
2224,Male,No,32,Yes,Healthcare,8.0,Low,2.0,Cat_4,D
2225,Male,Yes,57,Yes,Homemaker,5.0,High,2.0,Cat_6,A
2226,Female,No,25,Yes,Artist,13.0,Low,2.0,Cat_6,C
2227,Male,Yes,74,No,Lawyer,0.0,High,2.0,Cat_6,A
2228,Male,No,38,Yes,Entertainment,0.0,Low,4.0,Cat_6,D
2229,Female,Yes,46,Yes,Artist,0.0,Average,2.0,Cat_6,C
2230,Female,No,50,Yes,Artist,1.0,Low,1.0,Cat_6,D
2231,Male,Yes,50,Yes,Artist,0.0,Average,2.0,Cat_3,B
2232,Female,Yes,69,Yes,Lawyer,0.0,High,2.0,Cat_6,C
2233,Male,No,29,Yes,Artist,0.0,Low,1.0,Cat_6,A
2234,Male,Yes,84,Yes,Lawyer,0.0,High,3.0,Cat_6,B
2235,Male,Yes,73,No,Executive,1.0,Low,,Cat_6,C
2236,Male,Yes,38,No,Executive,9.0,High,5.0,Cat_6,B
2237,Female,Yes,82,No,Lawyer,0.0,Low,1.0,Cat_6,A
2238,Male,Yes,71,No,Lawyer,0.0,High,,Cat_6,A
2239,Female,Yes,50,No,Engineer,0.0,Low,3.0,Cat_7,B
2240,Male,Yes,56,Yes,Artist,0.0,High,2.0,Cat_6,B
2241,Male,No,19,No,Healthcare,4.0,Low,3.0,Cat_2,D
2242,Male,Yes,29,No,Executive,12.0,Low,3.0,Cat_6,B
2243,Male,No,26,Yes,Doctor,1.0,Low,3.0,Cat_6,D
2244,Female,No,31,No,Doctor,1.0,Low,5.0,Cat_3,C
2245,Male,Yes,42,Yes,Artist,0.0,Average,2.0,Cat_6,A
2246,Female,No,33,Yes,Doctor,1.0,Low,1.0,Cat_6,B
2247,Male,Yes,35,No,Healthcare,1.0,Low,5.0,Cat_6,D
2248,Female,Yes,46,No,Engineer,0.0,High,3.0,Cat_4,A
2249,Female,No,67,Yes,Artist,0.0,Low,2.0,Cat_6,B
2250,Female,No,35,No,Artist,7.0,Low,2.0,Cat_6,D
2251,Male,No,28,No,Doctor,8.0,Low,3.0,Cat_6,A
2252,Female,No,43,No,Doctor,8.0,Low,1.0,Cat_4,D
2253,Female,Yes,40,No,Artist,3.0,Average,,Cat_6,A
2254,Female,Yes,73,Yes,Artist,0.0,Average,3.0,Cat_1,C
2255,Female,No,21,No,Healthcare,8.0,Low,4.0,Cat_6,D
2256,Female,No,32,No,Doctor,1.0,Low,3.0,Cat_4,D
2257,Female,No,36,No,,0.0,Low,,Cat_4,D
2258,Male,No,32,Yes,Artist,13.0,Low,3.0,Cat_6,A
2259,Male,No,25,No,Homemaker,14.0,Low,3.0,Cat_5,A
2260,Female,No,40,Yes,Artist,5.0,Low,1.0,Cat_6,A
2261,Female,No,19,No,Healthcare,0.0,Low,3.0,Cat_6,D
2262,Male,Yes,48,Yes,Executive,5.0,High,5.0,Cat_6,B
2263,Female,No,36,Yes,Artist,3.0,Low,3.0,Cat_6,C
2264,Male,No,27,No,Healthcare,1.0,Low,3.0,Cat_6,D
2265,Female,Yes,82,No,Entertainment,0.0,High,2.0,Cat_6,B
2266,Male,No,23,No,Healthcare,9.0,Low,4.0,Cat_6,D
2267,Male,No,30,Yes,Entertainment,14.0,Low,3.0,Cat_6,D
2268,Male,No,30,Yes,Entertainment,8.0,Low,4.0,Cat_6,A
2269,Male,No,30,Yes,Healthcare,1.0,Low,3.0,Cat_6,D
2270,Male,No,28,Yes,Entertainment,1.0,Low,5.0,Cat_6,C
2271,Male,Yes,60,Yes,Artist,0.0,Low,2.0,Cat_4,A
2272,Female,Yes,52,Yes,Artist,1.0,Average,2.0,Cat_6,C
2273,Female,No,19,No,Healthcare,0.0,Low,,Cat_3,D
2274,Female,No,19,No,Healthcare,0.0,Low,2.0,Cat_6,D
2275,Male,Yes,40,No,Executive,1.0,Low,5.0,Cat_5,D
2276,Male,No,38,Yes,Entertainment,8.0,Low,1.0,Cat_6,D
2277,Female,Yes,71,Yes,Entertainment,1.0,Average,2.0,Cat_6,B
2278,Female,No,40,Yes,Engineer,1.0,Low,3.0,Cat_3,B
2279,Male,Yes,68,Yes,Artist,0.0,High,2.0,Cat_6,B
2280,Male,Yes,50,Yes,Entertainment,0.0,Low,4.0,Cat_6,A
2281,Male,No,21,No,Healthcare,0.0,Low,4.0,Cat_6,D
2282,Male,No,29,Yes,Healthcare,0.0,Low,3.0,Cat_6,B
2283,Female,,29,Yes,Entertainment,0.0,High,1.0,Cat_1,A
2284,Female,Yes,39,No,Engineer,1.0,Average,4.0,Cat_4,B
2285,Male,Yes,41,Yes,Executive,0.0,Low,4.0,Cat_6,B
2286,Male,No,28,No,Doctor,0.0,Low,1.0,Cat_6,D
2287,Female,No,22,No,Healthcare,0.0,Low,3.0,Cat_2,D
2288,Male,No,35,Yes,Artist,0.0,Low,1.0,Cat_6,A
2289,Female,Yes,49,Yes,Artist,3.0,Low,2.0,Cat_6,B
2290,Female,Yes,26,Yes,Healthcare,8.0,Low,2.0,Cat_3,D
2291,Female,No,33,No,Healthcare,0.0,Low,1.0,Cat_4,C
