,Gender,Ever_Married,Age,Graduated,Profession,Work_Experience,Spending_Score,Family_Size,Var_1,Segmentation
2282,0,0.0,29,1.0,Healthcare,0.0,1,3.0,Cat_6,B
2283,1,,29,1.0,Entertainment,0.0,3,1.0,Cat_1,A
2284,1,1.0,39,0.0,Engineer,1.0,2,4.0,Cat_4,B
2285,0,1.0,41,1.0,Executive,0.0,1,4.0,Cat_6,B
2286,0,0.0,28,0.0,Doctor,0.0,1,1.0,Cat_6,D
2287,1,0.0,22,0.0,Healthcare,0.0,1,3.0,Cat_2,D
2288,0,0.0,35,1.0,Artist,0.0,1,1.0,Cat_6,A
2289,1,1.0,49,1.0,Artist,3.0,1,2.0,Cat_6,B
2290,1,1.0,26,1.0,Healthcare,8.0,1,2.0,Cat_3,D
2291,1,0.0,33,0.0,Healthcare,0.0,1,1.0,Cat_4,C
2292,1,0.0,27,0.0,Engineer,0.0,1,2.0,Cat_3,D
2293,1,0.0,50,0.0,Entertainment,8.0,1,2.0,Cat_6,A
2294,1,1.0,37,1.0,Homemaker,5.0,1,2.0,Cat_4,D
2295,0,0.0,43,1.0,Marketing,0.0,1,2.0,Cat_6,A
2296,0,0.0,35,1.0,Entertainment,13.0,1,1.0,Cat_6,D
2297,1,1.0,50,1.0,Artist,1.0,1,1.0,Cat_6,C
2298,0,0.0,31,1.0,Artist,7.0,1,1.0,Cat_4,A
2299,1,1.0,29,0.0,Engineer,0.0,3,2.0,Cat_6,D
2300,1,0.0,20,0.0,Healthcare,0.0,1,2.0,Cat_6,D
2301,0,1.0,66,1.0,Entertainment,1.0,2,2.0,Cat_6,C
2302,0,1.0,37,1.0,Healthcare,1.0,2,2.0,Cat_4,A
2303,0,1.0,52,1.0,Artist,2.0,2,2.0,Cat_6,C
2304,0,1.0,45,1.0,Executive,7.0,3,5.0,Cat_6,C
2305,1,0.0,27,1.0,Healthcare,2.0,1,6.0,Cat_6,D
2306,1,1.0,46,1.0,Artist,1.0,3,4.0,Cat_6,C
2307,1,1.0,43,0.0,Doctor,9.0,1,1.0,Cat_2,A
2308,1,0.0,32,0.0,Doctor,8.0,1,6.0,Cat_6,C
2309,0,1.0,87,1.0,Lawyer,9.0,1,4.0,Cat_6,C
2310,1,1.0,40,1.0,Engineer,0.0,2,5.0,Cat_3,B
2311,0,0.0,59,1.0,Artist,1.0,1,2.0,Cat_6,B
2312,0,1.0,63,1.0,Artist,1.0,2,3.0,Cat_6,C
2313,0,0.0,23,0.0,,0.0,1,8.0,Cat_4,D
2314,1,1.0,65,0.0,Lawyer,0.0,3,2.0,Cat_6,A
2315,0,0.0,47,1.0,Artist,0.0,1,1.0,Cat_6,B
2316,1,1.0,45,1.0,Artist,9.0,1,2.0,Cat_6,C
2317,0,1.0,79,0.0,Lawyer,0.0,1,1.0,Cat_6,D
2318,0,1.0,65,0.0,Entertainment,1.0,3,2.0,Cat_6,B
2319,1,0.0,38,1.0,Healthcare,0.0,1,2.0,Cat_6,B
2320,1,1.0,28,1.0,Healthcare,0.0,1,2.0,Cat_6,D
2321,0,0.0,20,0.0,Healthcare,2.0,1,3.0,Cat_4,D
2322,1,1.0,36,1.0,Artist,1.0,1,2.0,Cat_6,C
2323,0,0.0,22,0.0,Healthcare,0.0,1,4.0,Cat_6,D
2324,0,1.0,56,0.0,Healthcare,0.0,3,4.0,Cat_7,B
2325,1,0.0,32,1.0,Doctor,5.0,1,3.0,Cat_4,A
2326,1,0.0,33,1.0,Healthcare,1.0,1,1.0,Cat_6,D
2327,1,1.0,68,1.0,Artist,1.0,3,2.0,Cat_6,C
2328,0,1.0,53,1.0,Artist,0.0,2,3.0,Cat_6,C
2329,1,1.0,38,1.0,Artist,7.0,2,3.0,Cat_1,B
2330,0,0.0,22,0.0,Healthcare,0.0,1,5.0,Cat_2,D
2331,1,1.0,49,1.0,Artist,0.0,3,4.0,Cat_6,C
2332,0,1.0,43,1.0,Artist,0.0,1,2.0,Cat_6,B
2333,1,0.0,33,0.0,Doctor,0.0,1,1.0,Cat_3,D
2334,1,1.0,57,1.0,Artist,1.0,3,2.0,Cat_6,C
2335,1,1.0,65,1.0,Lawyer,2.0,1,6.0,Cat_1,D
2336,1,,50,1.0,Artist,0.0,3,1.0,,B
2337,0,1.0,36,1.0,Entertainment,0.0,2,2.0,Cat_6,C
2338,1,1.0,43,0.0,Engineer,4.0,2,7.0,Cat_4,A
2339,1,0.0,18,0.0,Entertainment,1.0,1,5.0,Cat_2,C
2340,1,1.0,43,0.0,Engineer,1.0,2,2.0,Cat_6,B
2341,0,1.0,75,1.0,Lawyer,0.0,1,1.0,Cat_6,A
2342,1,1.0,27,0.0,Marketing,0.0,3,4.0,Cat_6,D
2343,0,1.0,39,1.0,Healthcare,11.0,2,2.0,Cat_6,B
2344,0,1.0,61,1.0,Artist,2.0,1,2.0,Cat_6,B
2345,1,1.0,73,1.0,Lawyer,0.0,1,5.0,Cat_1,D
2346,0,0.0,26,1.0,Engineer,0.0,1,5.0,Cat_4,C
2347,0,1.0,52,1.0,Artist,7.0,2,4.0,Cat_6,B
2348,0,1.0,50,1.0,Artist,1.0,1,1.0,Cat_6,B
2349,1,0.0,51,1.0,Artist,1.0,1,1.0,Cat_4,B
2350,0,1.0,50,0.0,Artist,1.0,2,3.0,Cat_6,C
2351,0,1.0,53,1.0,Executive,9.0,3,5.0,Cat_4,B
2352,0,1.0,40,0.0,Executive,5.0,1,4.0,Cat_6,D
2353,1,1.0,86,0.0,Lawyer,0.0,1,1.0,Cat_6,D
2354,1,0.0,26,0.0,Healthcare,0.0,1,3.0,Cat_5,B
2355,0,0.0,32,0.0,Entertainment,9.0,1,4.0,Cat_6,A
2356,1,0.0,22,0.0,Healthcare,5.0,1,3.0,Cat_2,D
2357,1,1.0,36,1.0,Artist,1.0,2,4.0,Cat_6,B
2358,1,,62,1.0,Artist,4.0,2,3.0,Cat_6,B
2359,1,1.0,69,0.0,Doctor,0.0,1,1.0,Cat_3,A
2360,1,0.0,39,1.0,Entertainment,1.0,1,2.0,Cat_4,A
2361,1,1.0,81,0.0,Doctor,0.0,3,2.0,Cat_6,A
2362,1,0.0,28,0.0,Healthcare,9.0,1,2.0,Cat_6,D
2363,0,0.0,28,1.0,Healthcare,6.0,1,5.0,Cat_2,D
2364,0,0.0,52,1.0,Entertainment,1.0,1,5.0,Cat_4,B
2365,1,1.0,40,1.0,Artist,4.0,2,5.0,Cat_6,B
2366,0,0.0,68,1.0,Lawyer,0.0,1,,Cat_6,B
2367,1,1.0,37,0.0,Artist,0.0,2,2.0,Cat_4,D
2368,0,0.0,26,0.0,Marketing,1.0,1,5.0,Cat_6,D
2369,1,0.0,31,0.0,Homemaker,8.0,1,1.0,Cat_6,A
2370,1,1.0,68,1.0,Lawyer,0.0,1,2.0,Cat_6,C
2371,0,1.0,42,1.0,Artist,1.0,2,3.0,Cat_6,C
2372,1,1.0,56,1.0,Artist,1.0,2,6.0,Cat_5,C
2373,0,1.0,37,0.0,Entertainment,1.0,1,2.0,Cat_6,A
2374,0,1.0,58,1.0,Artist,1.0,1,1.0,Cat_6,D
2375,0,0.0,33,1.0,Artist,7.0,1,1.0,Cat_6,A
2376,1,0.0,31,0.0,Homemaker,8.0,1,1.0,Cat_4,D
2377,1,0.0,27,1.0,Healthcare,0.0,1,3.0,Cat_2,B
2378,0,0.0,25,0.0,Healthcare,7.0,1,4.0,Cat_4,D
2379,0,1.0,51,1.0,Entertainment,1.0,2,2.0,Cat_6,B
2380,0,1.0,37,0.0,Engineer,8.0,2,3.0,Cat_4,D
2381,0,1.0,69,1.0,Executive,1.0,2,4.0,Cat_6,B
2382,1,1.0,45,0.0,Doctor,1.0,1,1.0,Cat_6,A
2383,0,1.0,38,1.0,Artist,0.0,1,2.0,Cat_6,C
2384,0,1.0,51,1.0,Artist,0.0,2,4.0,Cat_2,C
2385,1,0.0,19,0.0,Healthcare,0.0,1,4.0,Cat_6,D
2386,1,0.0,32,1.0,Healthcare,6.0,1,3.0,Cat_6,D
2387,0,0.0,31,1.0,Artist,1.0,1,5.0,Cat_6,C
2388,0,0.0,19,0.0,Healthcare,13.0,1,3.0,Cat_3,D
2389,0,1.0,41,1.0,Entertainment,0.0,2,3.0,Cat_4,C
2390,1,0.0,39,0.0,Entertainment,0.0,1,6.0,Cat_3,D
2391,0,0.0,21,0.0,Healthcare,1.0,1,4.0,Cat_3,D
2392,1,0.0,30,0.0,Healthcare,0.0,1,,Cat_6,D
2393,0,0.0,23,0.0,Healthcare,0.0,1,6.0,Cat_3,D
2394,0,1.0,65,0.0,Entertainment,0.0,2,2.0,Cat_6,C
2395,0,0.0,31,0.0,Executive,4.0,1,5.0,Cat_1,D
2396,1,1.0,74,1.0,Lawyer,0.0,1,,Cat_6,D
2397,1,1.0,73,0.0,Artist,1.0,3,2.0,Cat_6,C
2398,0,1.0,42,1.0,Doctor,9.0,1,2.0,Cat_6,C
2399,0,0.0,47,1.0,Artist,0.0,1,1.0,Cat_3,B
2400,1,0.0,19,0.0,Healthcare,0.0,1,5.0,Cat_2,D
2401,0,1.0,45,0.0,Executive,3.0,1,9.0,Cat_4,D
2402,1,0.0,25,0.0,Marketing,0.0,1,7.0,Cat_2,B
2403,1,0.0,28,1.0,Entertainment,0.0,1,3.0,Cat_6,D
2404,1,1.0,40,1.0,Artist,0.0,2,2.0,Cat_4,C
2405,1,,40,0.0,Engineer,1.0,1,4.0,Cat_3,A
2406,1,0.0,30,1.0,Doctor,8.0,1,,Cat_4,D
2407,1,1.0,50,1.0,Engineer,1.0,2,4.0,Cat_4,B
2408,0,0.0,26,1.0,Healthcare,8.0,1,2.0,Cat_6,C
2409,0,1.0,82,1.0,Lawyer,0.0,1,1.0,Cat_6,B
2410,0,1.0,33,1.0,Healthcare,0.0,1,2.0,Cat_7,A
2411,0,0.0,50,0.0,Marketing,1.0,1,2.0,Cat_7,C
2412,0,1.0,83,0.0,Lawyer,0.0,1,1.0,Cat_6,D
2413,1,0.0,37,1.0,Artist,9.0,1,1.0,Cat_6,B
2414,0,1.0,37,1.0,Artist,6.0,2,2.0,Cat_3,A
2415,0,1.0,55,0.0,Lawyer,1.0,3,3.0,Cat_6,C
2416,0,1.0,61,1.0,Artist,0.0,1,2.0,Cat_3,C
2417,1,1.0,39,1.0,Artist,3.0,1,1.0,Cat_6,B
2418,0,1.0,40,1.0,Artist,0.0,1,2.0,Cat_6,C
2419,0,1.0,55,1.0,Artist,2.0,1,1.0,Cat_6,B
2420,0,1.0,50,1.0,Healthcare,1.0,2,1.0,Cat_6,D
2421,0,0.0,26,1.0,Doctor,13.0,1,3.0,Cat_6,D
2422,1,0.0,53,1.0,Artist,1.0,1,1.0,Cat_6,C
2423,1,0.0,28,1.0,Healthcare,0.0,1,5.0,Cat_6,B
2424,1,0.0,32,1.0,Artist,7.0,1,3.0,Cat_6,A
2425,1,0.0,31,1.0,Marketing,0.0,1,1.0,Cat_6,D
2426,0,0.0,30,0.0,Healthcare,0.0,1,4.0,Cat_6,B
2427,1,0.0,31,1.0,Doctor,0.0,1,4.0,Cat_3,A
2428,0,1.0,47,1.0,Artist,4.0,1,1.0,Cat_3,A
2429,0,1.0,49,1.0,Artist,3.0,2,2.0,Cat_6,C
2430,0,1.0,37,1.0,Executive,1.0,3,3.0,Cat_6,B
2431,0,1.0,47,1.0,Artist,13.0,2,4.0,Cat_6,C
2432,0,1.0,52,1.0,Executive,0.0,3,2.0,Cat_6,C
2433,1,0.0,20,0.0,Entertainment,0.0,1,7.0,Cat_3,C
2434,0,1.0,79,0.0,Lawyer,0.0,3,2.0,Cat_6,B
2435,0,1.0,47,0.0,Executive,1.0,3,6.0,Cat_6,C
2436,1,0.0,20,,Healthcare,1.0,1,4.0,Cat_6,D
2437,0,0.0,23,0.0,Healthcare,1.0,1,4.0,Cat_6,D
2438,1,0.0,29,0.0,Engineer,9.0,1,4.0,Cat_4,A
2439,1,0.0,33,1.0,Engineer,10.0,1,1.0,Cat_6,A
2440,0,0.0,21,0.0,Healthcare,0.0,1,4.0,Cat_3,D
2441,0,0.0,18,0.0,Healthcare,8.0,1,4.0,Cat_6,D
2442,0,1.0,70,1.0,Lawyer,0.0,3,2.0,Cat_6,C
2443,1,1.0,56,1.0,Artist,0.0,2,2.0,Cat_6,C
2444,0,1.0,42,1.0,Artist,2.0,2,2.0,Cat_6,B
2445,1,0.0,28,0.0,Healthcare,1.0,1,2.0,Cat_6,B
2446,0,1.0,41,1.0,Executive,0.0,3,4.0,Cat_4,B
2447,0,1.0,81,1.0,Lawyer,9.0,1,1.0,Cat_6,D
2448,0,0.0,30,1.0,Artist,9.0,1,2.0,Cat_6,A
2449,0,1.0,53,0.0,Lawyer,0.0,1,2.0,Cat_6,D
2450,0,0.0,26,1.0,Executive,9.0,1,4.0,Cat_6,D
2451,0,1.0,51,1.0,Artist,1.0,1,3.0,Cat_6,C
2452,0,0.0,19,0.0,Artist,9.0,1,7.0,Cat_7,B
2453,0,1.0,75,1.0,Lawyer,0.0,3,2.0,Cat_6,B
2454,1,1.0,51,1.0,Engineer,0.0,1,1.0,Cat_6,A
2455,1,1.0,70,1.0,Homemaker,3.0,1,2.0,Cat_6,B
2456,1,0.0,38,1.0,Doctor,0.0,1,1.0,Cat_6,A
2457,1,0.0,21,0.0,Healthcare,0.0,1,4.0,Cat_4,D
2458,0,1.0,80,0.0,Lawyer,0.0,1,1.0,Cat_4,B
2459,1,1.0,19,0.0,Artist,0.0,3,2.0,Cat_4,D
2460,0,0.0,33,0.0,Entertainment,1.0,1,1.0,Cat_6,D
2461,0,1.0,48,1.0,Entertainment,1.0,2,6.0,Cat_6,C
2462,1,0.0,33,0.0,Healthcare,8.0,1,3.0,,D
2463,1,0.0,33,1.0,Engineer,0.0,1,3.0,Cat_1,D
2464,1,0.0,31,0.0,Healthcare,1.0,1,4.0,Cat_6,C
2465,1,1.0,48,1.0,Artist,1.0,2,2.0,Cat_6,C
2466,0,1.0,49,0.0,Engineer,1.0,2,8.0,Cat_4,D
2467,1,1.0,38,0.0,Artist,1.0,1,1.0,Cat_6,B
2468,1,0.0,39,1.0,Artist,0.0,1,1.0,Cat_3,A
2469,1,1.0,46,1.0,Entertainment,2.0,2,2.0,Cat_6,B
2470,0,1.0,41,1.0,Artist,8.0,2,2.0,Cat_6,C
2471,1,1.0,31,0.0,Artist,0.0,3,3.0,Cat_4,A
2472,0,1.0,37,1.0,Entertainment,8.0,2,2.0,Cat_6,C
2473,1,1.0,58,0.0,Engineer,1.0,1,1.0,Cat_6,B
2474,1,1.0,49,1.0,Engineer,1.0,2,2.0,Cat_6,A
2475,1,1.0,47,0.0,Marketing,2.0,1,1.0,Cat_6,D
2476,0,0.0,30,1.0,Healthcare,1.0,1,4.0,Cat_6,D
2477,0,0.0,41,,Entertainment,6.0,1,1.0,Cat_6,A
2478,1,1.0,33,1.0,Doctor,0.0,1,2.0,Cat_6,A
2479,0,0.0,33,0.0,Healthcare,0.0,1,4.0,Cat_2,B
2480,0,0.0,27,1.0,Healthcare,0.0,1,1.0,Cat_6,D
2481,0,1.0,45,0.0,Doctor,8.0,1,2.0,Cat_3,A
2482,1,1.0,45,1.0,Homemaker,1.0,1,1.0,Cat_3,B
2483,1,0.0,35,0.0,Marketing,0.0,1,,Cat_3,D
2484,1,0.0,21,0.0,Entertainment,1.0,1,4.0,Cat_6,D
2485,1,0.0,36,1.0,Artist,9.0,1,2.0,Cat_6,A
2486,1,1.0,56,0.0,,0.0,1,1.0,Cat_4,D
2487,1,0.0,28,0.0,Artist,0.0,1,5.0,Cat_2,C
2488,1,1.0,89,0.0,Lawyer,0.0,3,2.0,Cat_6,A
2489,0,1.0,48,1.0,Executive,1.0,3,4.0,Cat_6,C
2490,0,1.0,47,0.0,Entertainment,0.0,3,5.0,Cat_6,C
2491,0,0.0,23,0.0,Healthcare,0.0,1,3.0,Cat_6,D
2492,1,0.0,18,0.0,Healthcare,3.0,1,4.0,Cat_6,D
2493,0,1.0,58,1.0,Lawyer,2.0,3,2.0,Cat_6,C
2494,0,1.0,42,0.0,Entertainment,9.0,2,3.0,Cat_6,A
2495,0,0.0,22,0.0,Healthcare,0.0,1,3.0,Cat_6,D
2496,1,1.0,50,1.0,Artist,2.0,1,1.0,Cat_6,B
2497,1,1.0,40,1.0,Entertainment,0.0,1,2.0,Cat_6,B
2498,0,1.0,73,0.0,Executive,0.0,3,2.0,Cat_6,D
2499,1,0.0,27,0.0,Artist,0.0,1,,Cat_3,D
2500,0,1.0,40,1.0,Artist,1.0,2,3.0,Cat_6,B
2501,1,1.0,81,0.0,Lawyer,1.0,1,,Cat_3,B
2502,0,,37,1.0,Artist,1.0,2,3.0,Cat_3,A
2503,1,1.0,39,0.0,Doctor,0.0,1,2.0,Cat_6,B
2504,0,1.0,83,0.0,Lawyer,0.0,3,3.0,Cat_3,D
2505,0,1.0,55,1.0,Artist,0.0,1,1.0,Cat_6,B
2506,0,1.0,51,1.0,Doctor,0.0,1,3.0,Cat_6,A
2507,0,1.0,42,0.0,Engineer,5.0,2,4.0,Cat_4,A
2508,0,1.0,27,1.0,Artist,1.0,1,4.0,Cat_6,C
2509,0,1.0,53,1.0,Executive,1.0,3,2.0,Cat_6,C
2510,1,1.0,40,1.0,Engineer,1.0,2,7.0,Cat_6,A
2511,0,1.0,62,1.0,Artist,0.0,2,9.0,Cat_3,C
2512,0,0.0,21,0.0,Healthcare,0.0,1,5.0,Cat_2,D
2513,0,1.0,40,1.0,Entertainment,1.0,2,2.0,,A
2514,0,0.0,27,0.0,Healthcare,1.0,1,3.0,Cat_3,A
2515,1,1.0,84,0.0,Lawyer,0.0,3,2.0,Cat_6,B
2516,0,0.0,26,0.0,Doctor,4.0,1,,Cat_6,D
2517,0,0.0,26,0.0,Artist,11.0,1,4.0,Cat_6,C
2518,0,0.0,33,1.0,Entertainment,1.0,1,1.0,Cat_6,A
2519,0,0.0,27,1.0,Artist,0.0,1,1.0,Cat_6,D
2520,1,1.0,46,0.0,Entertainment,9.0,2,5.0,Cat_4,D
2521,1,0.0,28,0.0,Doctor,0.0,1,5.0,Cat_2,A
2522,1,0.0,25,0.0,Healthcare,1.0,1,3.0,Cat_6,A
2523,1,1.0,47,1.0,Marketing,0.0,2,3.0,Cat_6,A
2524,1,0.0,32,0.0,Artist,3.0,1,4.0,Cat_6,C
2525,1,0.0,21,0.0,Healthcare,6.0,1,4.0,Cat_4,D
2526,0,1.0,73,1.0,Lawyer,1.0,3,4.0,Cat_6,C
2527,0,1.0,35,1.0,Artist,0.0,2,2.0,Cat_6,B
2528,0,0.0,52,1.0,Artist,1.0,1,1.0,Cat_6,B
2529,0,1.0,40,1.0,Artist,1.0,1,2.0,Cat_6,B
2530,0,0.0,31,1.0,Healthcare,0.0,1,1.0,Cat_6,D
2531,1,1.0,88,1.0,Lawyer,1.0,3,2.0,Cat_6,A
2532,1,0.0,39,0.0,,0.0,1,1.0,Cat_6,A
2533,1,0.0,41,1.0,Artist,1.0,1,2.0,Cat_6,C
2534,1,1.0,73,1.0,Artist,0.0,2,2.0,Cat_6,C
2535,0,1.0,45,1.0,Artist,7.0,2,5.0,Cat_6,B
2536,0,1.0,41,0.0,Entertainment,0.0,1,4.0,Cat_6,A
2537,0,1.0,75,1.0,Lawyer,0.0,3,2.0,Cat_6,C
2538,0,0.0,39,1.0,Entertainment,9.0,1,2.0,Cat_6,A
2539,1,1.0,89,0.0,Lawyer,0.0,3,2.0,Cat_6,A
2540,0,1.0,45,1.0,Doctor,0.0,1,1.0,Cat_6,A
2541,1,1.0,50,1.0,Artist,1.0,2,2.0,Cat_6,C
2542,0,1.0,43,0.0,Healthcare,6.0,3,2.0,Cat_7,B
2543,0,1.0,50,1.0,Executive,4.0,2,4.0,Cat_2,B
2544,1,0.0,53,0.0,Entertainment,0.0,1,,Cat_6,D
2545,1,,37,0.0,Engineer,2.0,2,3.0,Cat_4,D
2546,0,0.0,40,,Artist,8.0,1,2.0,Cat_6,C
2547,0,1.0,76,1.0,Lawyer,1.0,1,1.0,Cat_3,D
2548,1,1.0,27,1.0,Homemaker,0.0,2,2.0,Cat_6,A
2549,0,1.0,41,1.0,Artist,1.0,1,2.0,Cat_6,A
2550,0,1.0,50,1.0,Entertainment,3.0,1,2.0,Cat_6,A
2551,0,1.0,56,1.0,Executive,8.0,3,5.0,Cat_6,C
2552,0,1.0,28,0.0,Entertainment,0.0,2,2.0,Cat_4,A
2553,1,0.0,46,1.0,Marketing,0.0,1,,Cat_6,D
2554,1,1.0,72,1.0,Doctor,1.0,2,2.0,Cat_6,A
2555,1,1.0,41,0.0,Doctor,0.0,1,1.0,Cat_7,A
2556,0,0.0,28,0.0,Artist,0.0,1,2.0,Cat_6,A
2557,1,1.0,27,1.0,Artist,8.0,2,2.0,Cat_6,C
2558,1,0.0,32,0.0,Healthcare,2.0,1,4.0,Cat_4,D
2559,1,0.0,20,0.0,Doctor,9.0,1,4.0,Cat_6,A
2560,0,1.0,45,1.0,Executive,1.0,1,5.0,Cat_6,B
2561,0,0.0,59,1.0,Artist,1.0,1,2.0,Cat_6,C
2562,1,0.0,46,1.0,Marketing,1.0,1,1.0,Cat_6,D
2563,0,1.0,46,1.0,Artist,1.0,2,3.0,Cat_6,C
2564,0,0.0,41,1.0,Artist,9.0,1,2.0,Cat_6,A
2565,0,1.0,70,1.0,Lawyer,1.0,3,2.0,Cat_6,B
2566,1,,25,1.0,Homemaker,0.0,1,1.0,Cat_6,D
2567,0,1.0,42,1.0,Artist,9.0,2,3.0,Cat_6,B
2568,1,1.0,60,0.0,Engineer,1.0,3,9.0,Cat_4,A
2569,0,0.0,37,1.0,Engineer,9.0,1,1.0,Cat_6,D
2570,0,0.0,18,0.0,Healthcare,0.0,1,7.0,Cat_3,D
2571,0,1.0,52,1.0,Artist,1.0,2,3.0,Cat_6,C
2572,1,0.0,32,0.0,Artist,2.0,1,4.0,Cat_2,A
2573,0,1.0,74,0.0,Lawyer,8.0,1,1.0,Cat_6,A
2574,0,1.0,29,1.0,Healthcare,1.0,2,2.0,Cat_6,A
2575,0,1.0,37,1.0,Entertainment,0.0,2,3.0,Cat_6,C
2576,0,1.0,45,0.0,Entertainment,1.0,2,3.0,Cat_6,B
2577,0,0.0,22,0.0,Healthcare,1.0,1,4.0,Cat_6,D
2578,1,1.0,60,1.0,Engineer,0.0,1,,Cat_3,B
2579,1,1.0,51,1.0,Artist,8.0,2,2.0,Cat_6,B
2580,0,1.0,59,1.0,Artist,0.0,2,2.0,Cat_6,C
2581,0,1.0,55,1.0,Artist,1.0,2,2.0,Cat_7,A
2582,0,0.0,22,0.0,Healthcare,2.0,1,3.0,Cat_4,D
2583,0,0.0,18,0.0,Artist,0.0,1,4.0,Cat_4,D
2584,1,1.0,84,0.0,Lawyer,0.0,3,2.0,Cat_6,B
2585,0,0.0,35,1.0,Artist,0.0,1,1.0,Cat_6,A
2586,0,1.0,50,1.0,Entertainment,0.0,2,3.0,Cat_6,C
2587,0,1.0,73,1.0,Artist,5.0,3,3.0,Cat_6,C
2588,1,0.0,23,0.0,Engineer,1.0,1,4.0,Cat_6,B
2589,0,0.0,30,1.0,Entertainment,0.0,1,5.0,Cat_3,D
2590,1,0.0,21,1.0,Healthcare,0.0,1,5.0,Cat_2,D
2591,0,0.0,18,0.0,Healthcare,1.0,1,4.0,Cat_6,D
2592,0,1.0,46,1.0,Artist,0.0,2,3.0,Cat_6,B
2593,0,0.0,32,1.0,Entertainment,9.0,1,2.0,Cat_6,D
2594,1,0.0,36,1.0,Healthcare,6.0,1,3.0,Cat_2,D
2595,0,1.0,37,0.0,Doctor,9.0,1,2.0,Cat_6,D
2596,0,0.0,42,1.0,Entertainment,1.0,1,1.0,Cat_7,A
2597,0,1.0,35,1.0,Doctor,1.0,1,,Cat_4,D
2598,1,1.0,42,1.0,Healthcare,9.0,2,2.0,Cat_6,D
2599,1,0.0,33,0.0,Homemaker,9.0,1,1.0,Cat_6,D
2600,1,1.0,35,0.0,Engineer,1.0,3,2.0,,D
2601,1,1.0,59,1.0,Artist,0.0,2,5.0,Cat_6,C
2602,0,1.0,70,1.0,Artist,1.0,1,1.0,Cat_6,B
2603,0,1.0,53,0.0,Entertainment,1.0,1,1.0,Cat_6,A
2604,1,1.0,80,0.0,Lawyer,1.0,3,2.0,Cat_6,D
2605,0,1.0,56,0.0,Executive,0.0,3,3.0,Cat_6,B
2606,0,1.0,39,1.0,Artist,0.0,2,2.0,Cat_2,C
2607,1,1.0,73,1.0,Artist,0.0,2,3.0,Cat_3,C
2608,1,1.0,58,1.0,Artist,0.0,2,5.0,Cat_6,C
2609,1,0.0,30,0.0,Homemaker,8.0,1,9.0,Cat_4,A
2610,1,0.0,23,0.0,Healthcare,0.0,1,3.0,Cat_6,D
2611,0,1.0,59,1.0,Artist,9.0,2,4.0,Cat_6,C
2612,1,1.0,56,1.0,Doctor,0.0,1,2.0,Cat_6,D
2613,1,1.0,40,1.0,Artist,8.0,1,1.0,Cat_6,B
2614,1,1.0,68,1.0,Artist,1.0,1,2.0,Cat_6,A
2615,0,0.0,29,1.0,Artist,1.0,1,6.0,Cat_6,A
2616,1,1.0,55,1.0,Artist,1.0,2,3.0,Cat_6,C
2617,0,0.0,21,0.0,Healthcare,1.0,1,4.0,Cat_6,D
2618,1,0.0,19,0.0,Engineer,1.0,1,4.0,Cat_6,D
2619,1,1.0,41,0.0,Healthcare,1.0,2,4.0,Cat_6,D
2620,0,0.0,41,1.0,Artist,4.0,1,1.0,Cat_3,A
2621,0,0.0,33,0.0,Doctor,1.0,1,2.0,Cat_3,C
2622,0,1.0,31,0.0,Artist,0.0,2,2.0,Cat_6,B
2623,0,0.0,41,1.0,Artist,6.0,1,1.0,Cat_3,B
2624,0,1.0,35,1.0,Executive,0.0,3,4.0,Cat_6,A
2625,0,1.0,41,1.0,Entertainment,9.0,2,2.0,Cat_6,B
2626,0,1.0,81,1.0,Lawyer,0.0,3,2.0,Cat_6,C
2627,0,0.0,26,0.0,Healthcare,0.0,1,3.0,Cat_6,D
2628,0,1.0,42,0.0,Executive,3.0,3,5.0,Cat_6,B
2629,1,1.0,53,1.0,Artist,0.0,2,2.0,Cat_6,C
2630,1,1.0,33,1.0,Entertainment,3.0,2,3.0,Cat_4,D
2631,0,1.0,39,1.0,Artist,0.0,1,2.0,Cat_6,C
2632,0,1.0,83,1.0,Executive,0.0,3,2.0,Cat_6,B
2633,1,0.0,25,0.0,Artist,6.0,1,3.0,Cat_6,C
2634,0,0.0,40,1.0,Entertainment,0.0,1,2.0,Cat_2,A
2635,1,0.0,22,0.0,Healthcare,0.0,1,4.0,Cat_3,D
2636,1,1.0,37,1.0,Artist,1.0,2,2.0,Cat_6,C
2637,1,1.0,65,1.0,Artist,0.0,1,2.0,Cat_6,B
2638,0,1.0,49,1.0,Artist,0.0,2,2.0,Cat_6,C
2639,1,1.0,38,1.0,Engineer,1.0,1,2.0,Cat_6,C
2640,1,1.0,65,1.0,Artist,0.0,2,2.0,Cat_6,C
2641,1,1.0,48,0.0,Engineer,0.0,2,5.0,,C
2642,0,1.0,52,1.0,Entertainment,1.0,1,4.0,Cat_2,C
2643,0,1.0,73,1.0,Lawyer,2.0,1,1.0,Cat_6,D
2644,1,0.0,48,1.0,Engineer,1.0,1,1.0,Cat_6,B
2645,0,0.0,25,1.0,Doctor,8.0,1,2.0,Cat_6,D
2646,0,0.0,31,1.0,Healthcare,9.0,1,3.0,Cat_7,D
2647,0,0.0,25,0.0,Entertainment,8.0,1,9.0,Cat_6,C
2648,0,0.0,21,0.0,Doctor,0.0,1,,Cat_6,D
2649,0,0.0,20,0.0,Healthcare,0.0,1,4.0,Cat_6,D
2650,0,0.0,25,0.0,Executive,0.0,1,3.0,Cat_6,A
