,Price,Levy,Manufacturer,Model,Prod. year,Category,Fuel type,Engine volume,Mileage,Cylinders,Gear box type,Drive wheels
1482,16621,761,6,6,2010,3,2,1.8,174000,8.0,1,2
1483,18817,0,5,14,2015,3,2,1.8,56000,4.0,2,2
1484,314,639,16,54,2014,1,2,2.0,110098,4.0,1,1
1485,3450,0,16,83,2000,3,4,2.0,200000,4.0,1,1
1486,12858,815,6,6,2011,2,1,1.8,116000,4.0,3,2
1487,2509,1017,7,36,2017,1,2,2.0,44477,4.0,1,2
1488,10406,687,5,14,2010,3,2,1.6,100963,4.0,1,2
1489,9095,473,2,50,2014,3,2,1.4,52000,4.0,1,2
1490,9593,447,3,3,2013,6,1,1.3,112405,4.0,1,2
1491,12388,1399,7,10,2010,3,3,3.5,189530,6.0,1,1
1492,94,1202,5,7,2017,3,2,2.4,130678,4.0,1,2
1493,17562,0,6,27,2012,2,2,1.5,192000,4.0,1,2
1494,9722,1268,6,28,2012,2,1,1.5,125000,4.0,1,2
1495,627,586,1,110,2012,2,1,1.8,192683,4.0,1,2
1496,30,0,3,3,2005,2,2,1.3,145000,4.0,1,2
1497,7840,0,26,385,2006,2,2,1.5,19000,4.0,1,1
1498,392,1514,1,17,2011,3,2,4.6,202048,8.0,1,1
1499,12600,988,6,6,2007,2,1,1.5,170000,4.0,1,2
1500,4861,333,4,40,2014,3,1,2.0,124493,4.0,1,2
1501,42601,784,6,28,2017,2,2,1.5,17247,4.0,1,2
1502,17942,125,5,14,2013,3,2,1.6,196448,4.0,1,2
1503,23408,707,5,5,2011,1,3,2.0,176635,4.0,1,2
1504,18817,891,5,7,2016,3,6,2.0,287140,4.0,1,2
1505,330,765,6,8,2015,3,2,2.0,0,4.0,1,2
1506,69935,1646,1,17,2015,1,2,4.6,273493,8.0,1,1
1507,15063,1024,5,24,2010,8,3,2.5,52717,4.0,1,2
1508,627,586,6,6,2012,2,1,1.8,435560,4.0,1,2
1509,24462,0,2,386,2014,2,5,1.4,90000,4.0,3,2
1510,13485,0,6,6,2012,2,1,1.8,0,4.0,1,2
1511,627,1750,6,18,2008,1,1,3.3,277405,6.0,1,1
1512,13877,531,5,254,2012,3,3,1.6,213131,4.0,1,2
1513,29793,0,1,9,2008,1,4,3.5,73000,6.0,1,1
1514,1176,934,21,93,2015,3,2,2.5,142800,4.0,1,2
1515,59464,971,20,88,2016,1,3,2.2,43877,4.0,1,2
1516,56136,1017,7,33,2017,3,2,2.0,50963,4.0,1,3
1517,46728,1811,1,61,2010,1,2,4.6,260771,8.0,1,1
1518,27284,986,1,387,2010,3,1,2.4,169000,4.0,1,2
1519,130,0,6,18,2009,1,1,3.3,180000,6.0,1,1
1520,21953,308,1,388,2014,2,1,1.8,192000,4.0,3,2
1521,16741,1131,5,7,2013,3,2,2.0,149289,4.0,1,2
1522,13485,584,2,50,2014,3,2,1.8,87000,4.0,2,2
1523,2700,0,4,389,1995,2,2,1.8,135000,4.0,4,2
1524,22248,836,5,5,2010,1,3,2.0,184554,4.0,1,2
1525,5645,0,10,390,1996,3,2,1.6,300000,4.0,4,3
1526,5645,1436,40,391,2010,3,2,3.6,158662,6.0,1,2
1527,2509,574,3,156,2010,2,1,1.3,210758,4.0,1,2
1528,23521,0,19,217,2008,11,3,2.5,320582,1.0,4,1
1529,21492,1185,5,24,2009,8,3,2.5,51273,4.0,1,2
1530,3136,3301,11,316,1992,1,2,4.0,4512,8.0,4,1
1531,470,1249,6,8,2017,1,2,2.5,58114,4.0,1,2
1532,204,0,15,99,2012,1,2,3.6,110000,4.0,1,1
1533,470,583,2,171,2011,2,2,1.6,155536,4.0,1,2
1534,11917,765,4,63,2015,2,2,2.0,85985,4.0,2,2
1535,11604,0,21,223,2009,3,2,2.0,181894,4.0,2,2
1536,24148,0,4,40,2013,3,1,2.0,70000,4.0,1,2
1537,392,761,6,122,2010,3,2,1.8,0,4.0,1,2
1538,18503,0,6,6,2010,3,2,1.8,162000,4.0,1,2
1539,8781,0,3,3,2004,2,2,1.5,172000,4.0,1,2
1540,10349,765,5,7,2015,3,6,2.0,53341,4.0,1,2
1541,12231,2056,16,166,2012,1,2,2.5,110000,4.0,1,1
1542,549,289,4,4,2008,1,1,0.4,451117,4.0,1,2
1543,41281,880,20,130,2018,1,2,1.6,52349,4.0,1,2
1544,10515,639,5,7,2014,3,6,2.0,60850,4.0,1,2
1545,51432,0,1,17,2007,1,2,4.7,150000,8.0,1,1
1546,13485,915,10,38,2014,3,3,3.0,98368,6.0,1,1
1547,16308,0,3,3,2013,3,1,1.5,128000,4.0,1,2
1548,29094,1003,5,14,2016,3,2,1.6,54500,4.0,1,2
1549,28225,1017,5,43,2017,1,2,2.0,25000,6.0,1,1
1550,1500,0,8,392,1995,5,2,2.0,700000,1.0,4,3
1551,27284,0,7,393,2006,3,6,5.5,134000,8.0,2,3
1552,5331,0,3,30,2003,3,2,1.7,242000,4.0,3,2
1553,157,1058,7,47,2012,1,3,3.5,245762,6.0,1,1
1554,4391,308,6,6,2014,2,1,1.8,151923,4.0,1,2
1555,30906,691,3,3,2017,2,2,1.3,68000,4.0,1,2
1556,18826,707,20,130,2011,1,3,2.0,181000,4.0,1,2
1557,28357,777,5,24,2014,8,3,2.5,151780,4.0,1,2
1558,15100,687,5,14,2010,3,2,1.6,98578,4.0,1,2
1559,549,1017,5,14,2017,3,2,2.0,83845,4.0,1,2
1560,3607,0,8,224,2000,3,4,1.2,300000,4.0,4,2
1561,188,815,6,6,2011,2,1,1.8,197328,4.0,1,2
1562,10349,0,6,6,2006,2,1,1.5,17778,4.0,1,2
1563,16894,125,5,14,2013,3,2,1.6,131411,4.0,1,2
1564,157,919,10,21,2012,1,3,3.0,296395,6.0,1,1
1565,53031,1079,5,5,2018,1,3,2.0,102934,4.0,1,2
1566,627,777,1,295,2014,3,2,2.5,126021,6.0,1,3
1567,16621,586,6,6,2012,3,1,1.8,137000,4.0,3,2
1568,35902,777,5,24,2014,8,3,2.5,117917,4.0,1,2
1569,23521,0,6,6,2013,2,1,1.8,169600,4.0,1,2
1570,11917,639,5,14,2014,2,2,2.0,124226,4.0,1,2
1571,12544,0,2,226,2013,2,2,1.2,93000,4.0,1,2
1572,12074,1869,34,395,2019,3,2,3.6,32453,6.0,1,2
1573,8467,0,10,396,1996,3,4,4.0,14000,8.0,2,3
1574,13328,1399,1,1,2010,1,1,3.5,186005,6.0,1,1
1575,45,0,6,6,2004,2,2,1.5,100000,4.0,1,2
1576,17249,0,5,7,2010,3,2,2.4,101405,4.0,2,2
1577,96071,1178,5,5,2018,1,3,2.2,5964,4.0,1,2
1578,9000,0,13,397,2006,3,2,4.2,205000,8.0,2,1
1579,5849,418,15,227,2014,2,2,1.2,101537,4.0,1,2
1580,1700,0,4,398,1992,2,3,1.8,111111,6.0,4,2
1581,5645,1324,6,18,2010,1,1,3.3,264877,6.0,1,1
1582,4234,761,6,6,2010,2,1,1.8,158136,4.0,1,2
1583,9408,761,6,6,2010,2,1,1.8,200000,4.0,3,2
1584,16621,1172,7,10,2011,3,3,3.5,119379,6.0,1,1
1585,18240,380,5,14,2014,3,3,1.6,206344,4.0,1,2
1586,15681,753,5,7,2012,3,2,2.4,100000,4.0,1,2
1587,157,919,10,21,2012,1,3,3.0,296395,6.0,1,1
1588,2117,751,5,7,2013,3,2,2.4,104046,4.0,1,2
1589,549,394,6,8,2014,3,1,2.5,130478,4.0,1,2
1590,10506,1268,6,28,2012,3,1,1.5,134000,4.0,3,2
1591,19757,779,6,103,2013,3,2,2.5,124000,4.0,2,2
1592,7527,0,15,128,2005,2,2,1.5,130000,4.0,1,2
1593,32615,891,3,30,2016,3,2,2.0,20000,4.0,1,2
1594,20698,639,5,43,2014,1,3,2.0,71101,4.0,1,2
1595,7840,0,8,401,2001,7,2,2.2,127000,4.0,4,2
1596,31358,0,16,270,2015,1,2,2.0,52000,6.0,3,1
1597,29793,1823,7,153,2018,1,2,3.5,9765,6.0,1,3
1598,23364,353,6,6,2015,2,1,1.8,128000,4.0,3,2
1599,50049,891,5,5,2016,1,3,2.0,145329,4.0,1,2
1600,1019,1055,1,1,2013,1,1,3.5,138038,6.0,1,2
1601,10349,1267,6,28,2013,2,1,1.5,47000,4.0,1,2
1602,20700,0,6,6,2014,2,1,1.8,75621,4.0,1,2
1603,12544,473,2,50,2014,3,2,1.4,127816,4.0,1,2
1604,2666,891,7,129,2016,3,2,2.0,51725,4.0,1,3
1605,157,1172,7,47,2011,1,3,3.5,220323,6.0,1,1
1606,10669,836,2,55,2010,3,3,2.0,161629,4.0,1,2
1607,5893,966,17,55,2009,3,2,2.0,74429,4.0,1,2
1608,7778,1413,15,128,2011,2,2,1.5,98000,4.0,1,2
1609,11604,1131,4,220,2013,2,2,2.0,200000,4.0,1,2
1610,11760,0,3,402,2012,2,1,1.3,96000,4.0,1,2
1611,6429,2225,6,131,2017,3,2,4.6,190875,8.0,1,1
1612,51454,1202,11,316,2017,1,2,2.4,109478,4.0,1,2
1613,43868,1003,20,130,2016,1,3,1.6,85134,4.0,1,2
1614,3763,1714,6,26,2017,3,2,3.5,174827,6.0,1,1
1615,27889,707,20,88,2011,1,3,2.0,70336,4.0,1,2
1616,47,1399,6,8,2010,3,2,3.5,195613,6.0,1,2
1617,17249,0,6,403,2011,8,3,2.0,40000,4.0,4,2
1618,47042,0,7,301,2007,3,2,5.5,185000,8.0,2,1
1619,8467,639,5,7,2014,3,6,2.0,592541,4.0,1,2
1620,7840,380,4,205,2014,3,2,1.6,66888,4.0,1,2
1621,7370,0,26,385,2003,3,2,1.5,0,4.0,4,2
1622,6272,1079,6,13,2018,1,2,2.0,18754,4.0,1,2
1623,17355,707,5,59,2011,7,2,2.0,112387,4.0,1,2
1624,17876,781,12,91,2012,3,2,2.5,112000,4.0,2,2
1625,392,781,6,8,2012,3,1,2.5,314373,4.0,1,2
1626,2509,574,3,156,2010,2,1,1.3,210758,4.0,1,2
1627,26149,836,5,43,2010,1,3,2.0,72464,4.0,1,2
1628,314,749,2,45,2014,1,2,2.4,119768,4.0,1,2
1629,62722,690,1,1,2016,1,1,3.5,59858,6.0,1,2
1630,64290,518,6,76,2016,1,1,2.5,33500,4.0,1,1
1631,6272,0,7,405,1996,3,4,2.3,4000000,6.0,1,3
1632,10641,639,5,7,2014,3,6,2.0,75346,4.0,1,2
1633,3293,585,5,14,2013,3,2,1.8,121029,4.0,1,2
1634,20162,765,5,7,2015,3,2,2.0,14368,4.0,1,2
1635,15367,765,5,7,2015,3,6,2.0,283895,4.0,1,2
1636,627,917,9,20,2013,1,3,3.0,313330,6.0,1,1
1637,15681,333,16,270,2014,3,1,2.0,270472,4.0,1,1
1638,4234,0,15,406,2002,3,2,2.0,10000,4.0,2,2
1639,18817,0,6,6,2011,3,2,1.8,164800,4.0,3,2
1640,40769,971,5,5,2016,1,3,2.2,23216,4.0,1,2
1641,30,0,6,6,2007,2,6,1.5,198000,4.0,2,2
1642,3763,751,5,43,2013,1,2,2.4,53717,4.0,1,1
1643,16308,891,5,7,2016,3,6,2.0,410884,4.0,1,2
1644,314,781,16,54,2012,1,2,2.5,204579,4.0,1,1
1645,52059,1363,1,61,2012,1,2,4.6,229334,8.0,1,1
1646,4704,0,10,149,1997,3,2,1.8,211000,4.0,1,3
1647,26030,0,1,110,2013,2,1,1.8,153600,4.0,1,2
1648,5959,0,19,160,2002,3,2,1.3,209000,4.0,1,3
1649,17000,0,6,8,2007,3,1,2.4,220800,4.0,1,2
1650,3500,0,8,224,1997,3,2,1.4,11111,4.0,4,2
1651,28222,1131,5,5,2013,1,3,2.0,53729,4.0,1,2
1652,2117,1003,15,37,2016,1,2,1.6,181997,4.0,1,1
1653,53759,1017,5,5,2017,1,3,2.0,140097,4.0,1,2
1654,16308,0,12,25,2011,3,6,2.5,169600,5.0,2,2
1655,42667,765,20,88,2015,1,3,2.0,110000,4.0,1,2
1656,6899,642,5,7,2012,3,6,2.0,85471,4.0,1,2
1657,9408,0,10,407,2004,2,2,2.0,100000,4.0,2,3
1658,8467,0,21,223,2005,3,2,2.3,65000,4.0,2,2
1659,15530,891,5,7,2016,3,6,2.0,290850,4.0,1,2
1660,7840,0,26,385,2006,2,2,1.6,130000,4.0,4,2
1661,20385,0,7,134,2005,3,2,5.0,230000,8.0,2,3
1662,29950,891,5,5,2016,1,3,2.0,50079,4.0,1,2
1663,8154,0,7,408,2000,7,2,2.3,290000,4.0,2,3
1664,10976,1267,6,28,2013,2,1,1.5,64000,4.0,3,2
1665,18189,488,18,64,2016,3,2,1.0,41370,4.0,1,2
1666,314,586,6,6,2012,2,1,1.8,418667,4.0,1,2
1667,14426,0,16,83,2011,3,6,2.5,185000,4.0,2,1
1668,16308,0,10,125,2004,3,2,3.0,231000,6.0,1,3
1669,549,557,1,277,2019,3,1,2.5,13362,4.0,1,2
1670,5331,0,7,410,1997,3,2,2.8,100000,6.0,1,3
1671,220,919,10,21,2012,1,3,3.0,273962,6.0,1,1
1672,10663,1268,6,28,2012,2,1,1.5,125000,4.0,3,2
1673,10349,0,19,77,2009,1,2,2.4,138650,4.0,4,1
1674,17249,0,6,411,2005,8,6,2.4,251000,4.0,1,2
1675,549,125,18,197,2013,3,2,1.6,171733,4.0,1,2
1676,8781,0,8,137,2002,8,4,1.8,0,4.0,4,3
1677,2274,394,6,8,2014,3,1,2.5,128739,4.0,1,2
1678,28225,0,1,110,2014,2,1,1.8,134131,4.0,1,2
1679,3607,781,6,8,2012,3,1,2.5,156518,4.0,1,2
1680,28225,0,18,178,2016,3,2,2.4,35200,4.0,2,2
1681,17249,697,2,50,2015,3,2,1.8,37000,4.0,1,2
1682,17249,697,5,14,2015,3,2,1.8,88830,4.0,1,2
1683,6899,0,3,412,1998,1,2,3.2,0,6.0,1,1
1684,7700,0,19,413,2006,2,2,1.5,175000,4.0,1,2
1685,22580,0,6,18,2008,1,1,3.3,189000,6.0,3,1
1686,37564,877,5,43,2017,1,3,1.7,202758,4.0,1,2
1687,4180,790,17,55,2009,3,2,1.6,159634,4.0,1,2
1688,15063,707,5,43,2011,1,3,2.0,58401,4.0,1,2
1689,3763,1304,10,172,2013,1,2,4.4,218518,8.0,1,1
1690,220,919,10,21,2012,1,3,3.0,273962,6.0,1,1
1691,46919,765,5,5,2015,1,3,2.0,117000,4.0,1,2
1692,6586,1017,1,175,2017,1,2,2.0,14813,4.0,1,2
1693,5331,0,21,124,2001,8,4,2.5,192000,6.0,1,1
1694,18400,531,15,37,2012,1,2,1.6,0,4.0,1,2
1695,1333,1079,4,220,2018,3,2,2.0,107664,4.0,1,2
1696,5645,1324,6,18,2010,3,1,3.3,345405,6.0,1,1
1697,18817,586,6,6,2012,2,1,1.8,288000,4.0,3,2
1698,20250,271,6,28,2014,6,1,1.5,86400,4.0,1,2
1699,17249,815,6,6,2011,2,1,1.8,188800,4.0,3,2
1700,9252,765,5,7,2015,3,6,2.0,411260,4.0,1,2
1701,4234,779,6,8,2013,3,1,2.5,26918,4.0,1,2
1702,45473,0,6,415,2016,3,1,2.5,143388,6.0,3,2
1703,14113,753,5,416,2012,3,1,2.4,157000,4.0,2,2
1704,4704,751,40,391,2013,3,2,2.4,146552,4.0,1,2
1705,12544,1024,6,8,2010,3,2,2.5,152000,4.0,4,2
1706,600,0,4,417,1988,3,2,2.0,300000,4.0,4,3
1707,14113,0,5,254,2013,2,2,1.6,136000,4.0,2,2
1708,36567,777,5,24,2014,8,3,2.5,106533,4.0,1,2
1709,28225,934,6,8,2015,3,2,2.5,110734,4.0,1,2
1710,7213,0,7,35,1997,3,2,1.8,11111111,4.0,4,3
1711,10349,1267,6,28,2013,3,1,1.5,970000,4.0,3,2
1712,31581,777,5,24,2014,8,3,2.5,96893,4.0,1,2
1713,9722,363,2,226,2014,3,2,1.0,41984,4.0,1,2
1714,392,753,11,268,2012,1,2,2.4,0,4.0,1,2
1715,18189,0,11,418,2012,1,2,3.7,124670,6.0,1,1
1716,14426,394,1,277,2014,3,1,2.5,176213,4.0,1,2
1717,1568,1493,7,10,2016,3,3,3.5,77205,6.0,1,3
1718,1254,1399,1,237,2010,3,2,3.5,187144,6.0,1,2
1719,11604,0,6,6,2006,2,1,1.5,174000,4.0,3,2
1720,18503,585,6,6,2013,2,1,1.8,51000,4.0,1,2
1721,36197,831,2,51,2017,1,3,1.6,65124,4.0,1,2
1722,15994,0,12,101,2013,2,2,2.5,103000,4.0,2,2
1723,38260,1327,6,151,2018,3,2,2.5,41068,4.0,1,2
1724,9722,1267,6,28,2013,2,1,1.5,143000,4.0,1,2
1725,6272,1058,1,9,2012,1,2,3.5,232357,6.0,1,1
1726,21639,1172,6,18,2011,3,1,3.5,368064,6.0,1,1
1727,20526,629,5,14,2015,3,2,1.6,75000,4.0,1,2
1728,37633,1327,21,93,2018,1,2,2.5,42246,4.0,1,1
1729,9095,0,6,300,2006,8,2,2.0,204000,4.0,3,2
1730,12074,1537,6,18,2009,1,1,3.3,420550,6.0,1,1
1731,21395,1003,5,14,2016,3,2,1.6,144889,4.0,1,2
1732,19757,0,5,43,2007,1,2,2.7,199000,6.0,2,1
1733,11290,0,15,283,2012,3,2,1.6,109000,4.0,1,2
1734,15681,891,5,7,2016,3,6,2.0,255591,4.0,1,2
1735,15367,585,6,6,2013,2,1,1.8,130000,4.0,1,2
1736,3607,1104,10,21,2015,1,3,3.0,201056,6.0,1,1
1737,15053,473,2,50,2014,3,2,1.4,74222,4.0,2,2
1738,12544,862,4,40,2011,3,1,2.5,49669,4.0,1,2
1739,15994,761,6,6,2010,2,1,1.8,118000,4.0,2,2
1740,14583,738,2,39,2017,2,2,1.4,62971,4.0,1,2
1741,21953,0,5,7,2015,3,2,2.4,91200,4.0,2,2
1742,11447,765,4,220,2015,3,2,2.0,94600,4.0,2,2
1743,14069,707,5,7,2011,3,2,2.0,162095,4.0,1,2
1744,549,753,5,7,2012,3,1,2.4,246450,4.0,1,2
1745,78,1104,36,420,2015,1,2,3.0,24984,6.0,1,3
1746,784,1079,6,13,2018,1,2,2.0,25850,4.0,1,2
1747,14113,0,19,421,2006,8,2,2.4,131000,4.0,2,1
1748,5802,1055,7,10,2013,3,3,3.5,107800,6.0,1,3
1749,6868,836,2,50,2010,3,3,2.0,47221,4.0,1,2
1750,862,447,3,156,2013,2,1,1.3,143597,4.0,1,2
1751,1882,382,5,7,2014,3,1,2.4,247835,4.0,1,2
1752,4861,1324,6,18,2010,1,1,3.3,264877,6.0,1,1
1753,20266,583,5,14,2011,3,2,1.6,94910,4.0,1,2
1754,11604,761,6,6,2010,3,1,1.8,154000,4.0,1,2
1755,5645,1324,6,18,2010,3,1,3.3,345405,6.0,1,1
1756,21326,919,10,380,2012,3,2,3.0,150000,6.0,2,3
1757,16327,836,5,59,2010,7,2,2.0,95510,4.0,1,2
1758,9408,0,7,422,1999,3,2,4.3,333333,8.0,1,3
1759,19444,781,6,8,2012,3,2,2.5,167360,4.0,2,2
1760,862,259,2,78,2014,1,1,1.4,133195,4.0,1,2
1761,69502,1079,5,7,2018,3,2,2.0,75938,4.0,1,2
1762,38737,639,5,5,2014,1,3,2.0,132756,4.0,1,2
1763,11760,0,3,423,2010,2,2,1.3,138000,4.0,1,1
1764,8154,0,3,424,2003,3,2,3.0,149000,6.0,2,2
1765,7213,125,15,37,2013,1,2,1.6,312118,4.0,1,2
1766,470,831,1,387,2011,3,1,2.4,0,4.0,1,2
1767,40,0,6,6,2013,2,1,1.5,150400,4.0,1,2
1768,1411,1624,7,10,2009,3,3,3.5,266061,6.0,1,1
1769,13328,1266,3,3,2014,2,1,1.5,58000,4.0,1,2
1770,18346,765,2,51,2015,1,6,2.0,31880,4.0,1,2
1771,8467,0,7,152,1988,3,2,2.0,1000,4.0,4,3
1772,5018,1399,1,1,2010,1,1,3.5,167222,6.0,1,1
1773,13454,862,5,24,2011,8,3,2.5,85226,4.0,1,2
1774,20385,0,7,134,2005,3,2,5.0,230000,8.0,2,3
1775,1646,584,7,95,2014,7,2,1.8,121699,4.0,1,3
1776,4547,834,6,426,2013,1,2,2.7,186349,4.0,1,1
1777,3293,1659,6,131,2014,3,2,5.7,0,8.0,1,1
1778,20266,583,5,14,2011,3,2,1.6,125062,4.0,1,2
1779,35043,1131,20,88,2013,1,3,2.0,110190,4.0,1,2
1780,13000,1505,19,427,2012,2,2,1.8,139000,4.0,1,2
1781,4701,1282,18,278,2007,1,3,2.0,58497,4.0,1,2
1782,3450,1624,7,10,2009,3,3,3.5,109139,6.0,1,3
1783,19444,0,6,6,2013,3,1,1.8,97386,4.0,3,2
1784,314,862,4,4,2011,1,1,2.5,130306,4.0,1,1
1785,8154,0,8,12,1999,3,2,1.6,266342,4.0,4,2
1786,17249,0,6,28,2013,2,1,1.5,50000,4.0,3,2
1787,14113,0,35,428,2008,8,2,3.3,272000,6.0,2,2
1788,18660,862,5,24,2011,8,3,2.5,55248,4.0,1,2
1789,10976,781,12,25,2012,3,2,2.5,76000,5.0,2,2
1790,9565,1356,7,335,2014,1,2,4.6,98466,8.0,1,1
1791,15681,1811,1,61,2010,1,2,4.6,275240,8.0,1,1
1792,18531,687,5,14,2010,3,2,1.6,111280,4.0,1,2
1793,5018,1624,7,10,2009,3,3,3.5,109139,6.0,1,3
1794,75266,0,6,181,2014,1,3,3.0,90000,4.0,4,1
1795,549,781,16,54,2012,1,2,2.5,148213,4.0,1,1
1796,11604,639,5,7,2014,3,6,2.0,357150,4.0,1,2
1797,3450,1869,2,239,2019,3,2,3.6,18438,6.0,1,2
1798,5959,0,8,140,1999,5,2,1.6,258000,4.0,4,2
1799,10976,0,10,125,2005,3,6,3.0,2200,6.0,2,1
1800,33000,779,6,76,2013,1,2,2.5,90000,4.0,1,2
1801,1411,1624,7,10,2009,3,3,3.5,266061,6.0,1,1
1802,10349,0,5,5,2002,1,6,2.7,1000,6.0,2,1
1803,627,1058,7,10,2012,3,3,3.5,318285,6.0,1,1
1804,8781,1131,16,429,2013,1,2,2.0,77777,4.0,3,1
1805,4500,0,8,12,1998,3,2,1.6,214000,4.0,1,2
1806,10036,639,5,7,2014,3,6,2.0,319850,4.0,1,2
1807,40057,891,5,5,2016,1,3,2.0,176927,4.0,1,2
1808,4359,1286,2,45,2007,1,3,2.0,57438,4.0,1,2
1809,19444,502,6,27,2013,2,1,1.5,114000,4.0,1,2
1810,3136,0,21,430,2005,8,2,1.8,170000,4.0,1,2
1811,53941,87,41,431,2018,3,2,0.0,81907,6.0,1,1
1812,39750,1003,20,130,2016,1,3,1.6,72000,4.0,1,2
1813,392,862,21,119,2011,1,2,2.5,183728,4.0,1,2
1814,10349,0,4,11,1995,4,3,2.5,327389,4.0,4,3
1815,32929,0,6,8,2012,3,1,2.5,68000,4.0,1,2
1816,26255,707,5,5,2011,1,3,2.0,142000,4.0,1,2
1817,14740,0,6,6,2008,2,1,1.5,193000,4.0,1,2
1818,21012,0,10,21,2008,1,2,4.8,145000,8.0,2,1
1819,27654,629,5,14,2015,3,2,1.6,109000,4.0,1,2
1820,25089,1058,7,10,2012,3,2,3.5,291200,6.0,2,3
1821,8938,0,33,206,2004,7,2,1.6,12800,4.0,2,2
1822,10349,0,6,121,2005,2,2,1.3,135000,4.0,1,2
1823,20698,642,6,6,2012,2,1,2.0,181600,4.0,3,2
1824,392,1091,6,76,2016,1,2,2.5,125675,4.0,1,1
1825,7213,1018,7,432,2011,1,3,3.0,174101,6.0,1,1
1826,20005,642,2,51,2012,1,3,2.0,163000,4.0,1,2
1827,21326,891,5,7,2016,3,2,2.0,112161,4.0,1,2
1828,627,642,12,25,2012,3,3,2.0,188603,4.0,1,2
1829,2901,1211,10,433,2010,7,2,3.0,108826,6.0,1,3
1830,32929,880,5,14,2018,3,2,1.6,54865,4.0,1,2
1831,17942,707,20,130,2011,1,3,2.0,122918,4.0,1,2
1832,10663,0,19,150,2003,1,2,2.4,156000,4.0,2,1
1833,7056,790,17,55,2009,3,2,1.6,52020,4.0,1,2
1834,7840,0,7,152,1994,3,2,2.0,368268,4.0,4,3
1835,1646,1053,7,47,2014,1,3,3.5,0,6.0,1,1
1836,5802,1327,6,8,2018,3,2,2.5,54786,4.0,1,2
1837,4077,1131,4,40,2013,3,1,2.0,320554,4.0,1,2
1838,62722,1055,1,9,2013,1,2,3.5,73000,6.0,2,1
1839,5018,431,5,7,2016,3,1,2.0,71218,4.0,1,2
1840,18503,781,12,91,2012,3,2,2.5,68000,4.0,1,2
1841,7806,687,17,55,2010,3,2,1.6,81709,4.0,1,2
1842,12231,0,7,183,2002,3,4,2.6,189000,6.0,2,3
1843,14269,1399,1,1,2010,1,1,3.5,186005,6.0,1,1
1844,18440,60,18,358,2011,3,2,2.7,110823,6.0,1,2
1845,21326,0,4,46,2011,7,2,5.0,58000,8.0,2,3
1846,23521,0,6,8,2012,3,2,2.5,145600,6.0,1,2
1847,2038,1172,7,47,2011,1,2,3.5,186542,6.0,1,1
1848,11604,0,6,28,2012,3,1,1.5,174000,4.0,1,2
1849,17249,810,6,434,2016,3,2,1.8,128788,4.0,1,2
1850,15681,0,5,43,2008,1,2,2.0,194286,2.0,4,1
1851,314,2410,7,10,2010,3,2,6.2,274771,8.0,1,3
1852,28852,259,2,78,2014,2,5,1.4,35000,4.0,1,2
1853,19130,1194,6,26,2013,3,2,4.0,57554,6.0,1,1
1854,54568,1360,1,17,2013,1,2,4.6,202651,8.0,1,1
1855,14113,0,6,6,2010,3,1,1.8,0,4.0,1,2
1856,15681,1436,2,435,2010,1,2,3.6,200000,4.0,1,1
1857,50184,877,5,43,2017,1,3,1.7,31220,4.0,1,2
1858,18817,639,19,150,2014,1,2,2.0,136000,4.0,2,2
1859,706,815,1,110,2011,2,1,1.8,116869,4.0,1,2
1860,5645,0,21,436,2005,3,2,1.3,293940,4.0,4,2
1861,1019,1017,13,210,2017,3,2,2.0,110051,4.0,1,1
1862,4234,0,8,12,1997,3,2,2.0,0,4.0,4,2
1863,282,2455,1,17,2008,1,2,4.7,218126,8.0,1,1
1864,2979,780,2,50,2019,3,2,1.4,78771,4.0,1,2
1865,16289,629,5,254,2015,3,3,1.6,112360,4.0,1,2
1866,12544,0,6,6,2010,2,1,1.8,260000,4.0,1,2
1867,60,0,6,6,2011,3,1,1.8,178000,4.0,1,2
1868,50805,0,7,438,2012,1,2,3.5,144000,6.0,2,1
1869,8781,531,15,37,2012,1,2,1.6,167405,4.0,1,1
1870,627,475,2,78,2012,1,1,1.4,188419,4.0,1,2
1871,28225,0,7,439,2003,7,2,5.5,240000,8.0,2,3
1872,30800,1058,7,10,2012,3,2,3.5,890000,6.0,2,3
1873,23239,642,20,70,2012,1,3,2.0,155255,4.0,1,2
1874,12544,0,4,205,2010,2,2,1.6,153600,4.0,1,2
1875,15624,380,5,14,2014,3,2,1.6,164649,4.0,1,2
1876,1568,639,12,25,2014,3,3,2.0,82392,4.0,1,2
1877,7392,0,15,320,2005,2,2,1.5,117000,4.0,3,2
1878,15053,779,21,440,2013,1,2,2.5,91000,4.0,2,1
1879,784,380,15,37,2014,1,2,1.6,158280,4.0,1,2
1880,8947,1131,5,7,2013,3,6,2.0,52857,4.0,1,2
1881,20698,1131,13,34,2013,1,1,2.0,261160,4.0,1,1
1882,58495,1017,4,184,2017,3,2,2.0,44534,4.0,1,2
1883,15053,0,26,192,2010,3,2,2.4,92000,4.0,4,2
1884,31988,0,7,47,2010,1,2,3.5,124000,12.0,2,1
1885,19444,765,16,270,2015,1,2,2.0,250005,4.0,1,1
1886,220,1053,7,10,2014,3,3,3.5,95987,6.0,1,1
1887,24283,1131,2,154,2013,3,2,2.0,106048,4.0,1,2
1888,188,862,6,8,2011,3,2,2.5,201578,4.0,1,2
1889,28852,0,6,18,2008,1,1,3.3,215000,6.0,2,1
