,Price,Levy,Manufacturer,Model,Prod. year,Category,Leather interior,Fuel type,Engine volume,Mileage,Cylinders,Gear box type,Drive wheels,Doors,Wheel,Color,Airbags
975,7056,790,17,55,2009,3,1,2,1.6,52020,4.0,1,2,1,1,3,4
976,5018,1624,7,10,2009,3,1,3,3.5,109139,6.0,1,3,1,1,2,12
977,54458,891,5,5,2016,1,1,3,2.0,105645,4.0,1,2,1,1,3,4
978,23521,585,6,273,2013,8,1,1,1.8,212000,4.0,3,2,1,1,3,10
979,39829,1323,6,8,2020,3,1,2,2.5,4130,4.0,1,2,1,1,3,12
980,12513,769,18,285,2011,8,1,3,2.2,100842,4.0,1,2,1,1,3,4
981,9408,-,3,286,2004,8,0,2,2.0,330000,4.0,1,2,2,2,3,2
982,11290,2377,6,131,2016,1,1,2,5.7,54875,8.0,1,3,1,1,4,12
984,15053,-,6,28,2013,2,0,1,1.5,186000,4.0,1,2,1,2,1,0
985,2700,-,8,12,1997,3,0,4,1.6,777777777,4.0,1,2,1,1,13,2
986,5959,815,1,110,2011,2,1,1,1.8,122302,4.0,1,2,1,1,2,0
987,5488,394,6,8,2014,3,1,1,2.5,109798,4.0,1,2,1,1,3,12
988,11274,687,5,14,2010,3,1,2,1.6,198425,4.0,1,2,1,1,1,4
989,21000,1845,12,25,2015,3,1,2,1.8,67000,4.0,2,2,1,2,2,12
990,28532,1003,5,14,2016,3,1,2,1.6,94401,4.0,1,2,1,1,3,4
991,18189,900,34,287,2015,3,1,2,2.4,48000,4.0,1,2,1,1,3,4
992,10976,-,6,6,2008,3,1,1,1.5,241885,4.0,1,2,1,1,3,6
993,4704,-,8,288,1996,2,0,2,1.8,260000,4.0,4,2,1,1,6,2
994,94,1058,7,47,2012,1,1,3,3.5,224118,6.0,1,1,1,1,3,12
995,12607,503,6,28,2012,2,1,2,1.5,157160,4.0,1,2,1,1,5,4
996,9095,-,3,49,2002,1,1,4,2.0,187000,4.0,4,1,1,2,1,8
997,3058,1083,34,208,2013,7,1,2,3.6,232853,6.0,1,3,2,1,2,12
998,6899,-,3,157,2004,8,0,2,1.7,0,4.0,1,2,1,2,1,4
1000,392,697,2,50,2015,3,1,2,1.8,187862,4.0,1,2,1,1,2,12
1001,10036,639,5,7,2014,3,1,6,2.0,325829,4.0,1,2,1,1,1,4
1002,549,1249,6,8,2017,3,1,2,2.5,60666,4.0,1,2,1,1,4,12
1003,10986,1047,5,14,2007,3,1,2,1.6,129080,4.0,1,2,1,1,1,4
1005,941,642,12,25,2012,3,1,3,2.0,203440,4.0,1,2,1,1,2,12
1006,39829,1811,1,61,2010,1,1,2,4.6,155821,8.0,1,1,1,1,2,0
1007,392,779,6,8,2013,3,1,1,2.5,232032,4.0,1,2,1,1,1,12
1008,3920,749,2,2,2014,1,1,2,2.4,179995,4.0,1,1,1,1,5,12
1009,9879,463,6,6,2018,3,1,1,1.8,0,4.0,1,2,1,1,2,12
1010,3450,900,27,289,2015,3,1,2,2.4,83099,4.0,1,2,1,1,2,12
1011,15681,-,6,121,2011,2,0,2,1.8,99000,4.0,1,2,1,1,3,0
1012,29087,777,5,24,2014,8,1,3,2.5,152000,4.0,1,2,1,1,2,4
1013,3607,862,4,4,2011,1,1,1,2.5,168966,4.0,1,1,1,1,3,0
1014,10349,915,10,21,2014,1,1,3,3.0,0,6.0,1,1,1,1,2,0
1015,22357,707,20,130,2011,1,1,3,2.0,127654,4.0,1,2,1,1,1,4
1016,31988,1935,1,61,2016,1,1,2,4.6,155976,8.0,1,1,1,1,3,0
1017,188,1053,7,10,2014,3,1,3,3.5,153115,6.0,1,1,1,1,2,12
1018,15470,419,15,227,2013,2,1,2,1.2,46000,4.0,1,2,1,1,2,4
1019,97219,1646,1,61,2015,1,1,2,4.6,44808,8.0,2,1,1,1,1,10
1020,19974,531,5,14,2012,3,1,2,1.6,144757,4.0,1,2,1,1,4,4
1021,15681,586,5,14,2012,3,0,2,1.8,111104,4.0,1,2,1,1,1,0
1022,3000,-,7,290,1997,3,0,2,2.2,111111,4.0,4,3,1,1,4,0
1024,18776,629,5,14,2015,3,1,3,1.6,51895,4.0,1,2,1,1,1,4
1025,4861,333,4,40,2014,3,1,1,2.0,124493,4.0,1,2,1,1,3,0
1026,6272,1360,1,17,2013,1,1,2,4.6,202651,8.0,1,1,1,1,2,0
1028,19121,583,5,14,2011,3,1,2,1.6,132742,4.0,1,2,1,1,1,4
1029,43576,1003,20,130,2016,1,1,3,1.6,33261,4.0,1,2,1,1,3,4
1031,12544,345,6,6,2016,3,1,1,1.5,296104,4.0,1,2,1,1,2,12
1034,13799,490,3,156,2011,3,0,1,1.3,144000,4.0,2,2,1,1,5,10
1035,19874,642,20,70,2012,1,1,3,2.0,179828,4.0,1,2,1,1,3,4
1036,21953,353,6,6,2015,2,1,1,1.8,57000,4.0,3,2,1,1,2,9
1037,188,1249,6,8,2017,3,1,2,2.5,3854,4.0,1,2,1,1,2,12
1038,18503,1505,6,6,2012,3,0,1,1.8,176000,4.0,1,2,1,2,1,10
1039,6586,-,19,150,2003,1,0,4,2.4,156564,4.0,1,1,1,1,5,4
1040,627,1750,6,18,2008,3,1,1,3.3,277405,6.0,1,1,1,1,4,12
1041,1333,831,5,7,2011,3,1,1,2.4,142741,4.0,1,2,1,1,1,0
1042,12544,765,5,7,2015,3,1,6,2.0,609333,4.0,1,2,1,1,9,4
1043,45473,-,5,294,2018,1,0,2,2.0,1300,4.0,2,2,1,1,3,8
1044,13000,2056,1,295,2012,3,1,2,2.5,43000,4.0,1,2,1,2,2,6
1045,9722,1079,6,13,2018,1,1,2,2.0,38712,4.0,1,2,1,1,3,12
1047,627,1203,2,154,2011,3,1,2,3.6,231222,6.0,1,2,1,1,3,12
1048,14113,-,6,6,2011,3,0,1,1.8,0,4.0,1,2,1,1,7,12
1049,13015,585,5,14,2013,3,0,2,1.8,78024,4.0,2,2,1,1,4,6
1050,627,503,3,30,2012,3,1,1,1.5,272189,4.0,1,2,1,1,1,0
1051,470,1211,10,297,2010,7,1,2,3.0,0,6.0,1,3,2,1,3,12
1052,18503,-,5,7,2011,3,1,6,2.0,89000,4.0,1,2,1,1,1,12
1053,10036,639,5,7,2014,3,1,6,2.0,793967,4.0,1,2,1,1,1,4
1054,3607,781,6,8,2012,3,1,1,2.5,156518,4.0,1,2,1,1,3,12
1055,18531,583,5,14,2011,3,1,2,1.6,89323,4.0,1,2,1,1,1,4
1057,18503,1003,5,14,2016,3,1,6,1.6,31006,4.0,1,2,1,1,3,4
1058,45473,1325,6,8,2019,3,1,2,2.5,17300,4.0,2,2,1,1,2,12
1059,26657,751,5,7,2013,3,1,2,2.4,127355,4.0,1,2,1,1,2,0
1060,4547,1017,5,14,2017,3,1,2,2.0,115974,4.0,1,2,1,1,3,12
1061,11290,891,5,7,2016,3,1,6,2.0,363661,4.0,1,2,1,1,1,4
1062,10349,781,12,91,2012,3,1,2,2.5,185600,6.0,2,2,1,1,14,8
1063,14113,503,6,27,2012,2,0,1,1.5,206000,4.0,3,2,1,1,3,4
1064,14740,-,7,298,2004,7,1,2,3.2,226000,6.0,2,3,2,1,2,10
1065,14113,584,5,14,2014,3,0,2,1.8,176000,4.0,1,2,1,1,12,6
1066,9722,-,15,128,2005,2,1,2,1.5,165000,4.0,1,2,1,2,2,2
1067,12541,729,2,50,2016,3,1,3,1.6,32986,4.0,1,2,1,1,1,4
1068,14500,707,18,178,2011,3,1,2,2.0,0,4.0,2,2,1,1,4,0
1071,2901,1131,18,178,2013,3,1,2,2.0,142661,4.0,1,2,1,1,1,12
1072,70,642,18,178,2012,3,1,6,2.0,95000,4.0,2,2,1,1,3,10
1073,10506,-,6,300,2007,8,1,4,2.0,0,4.0,2,2,1,2,2,4
1074,36379,-,6,8,2016,3,1,2,2.5,38400,4.0,2,2,1,1,2,6
1075,14113,-,7,35,2000,3,1,2,1.8,65865,4.0,4,3,1,1,4,6
1077,26196,1024,5,24,2010,8,1,3,2.5,45780,4.0,1,2,1,1,2,4
1078,392,1872,11,22,2018,3,1,2,3.6,30606,6.0,1,2,1,1,4,12
1079,18503,-,3,156,2014,2,0,1,1.3,77000,4.0,1,2,1,1,3,8
1080,5802,460,2,222,2010,3,1,2,1.0,130089,4.0,1,2,1,1,2,4
1081,5370,-,19,160,2003,3,0,2,1.5,175000,4.0,3,2,1,2,2,2
1084,549,777,21,302,2014,1,1,2,2.5,79094,4.0,1,2,1,1,2,12
1085,5488,394,6,8,2014,3,1,1,2.5,109798,4.0,1,2,1,1,3,12
1086,1019,1935,34,303,2014,11,1,3,6.7,367053,6.0,1,2,1,1,3,12
1087,11133,1079,5,14,2018,3,1,2,2.0,40122,4.0,1,2,1,1,4,12
1088,14821,836,20,130,2010,3,1,3,2.0,152937,4.0,1,2,1,1,7,4
1089,7066,876,2,50,2009,3,1,2,1.8,67293,4.0,1,2,1,1,3,4
1090,66482,784,3,30,2017,7,1,2,1.5,16639,4.0,1,2,1,1,7,4
1091,10976,60,5,5,2010,1,1,3,2.2,91393,4.0,1,2,1,1,1,4
1092,8154,-,8,140,1999,6,0,4,1.6,21000,4.0,4,2,1,1,2,4
1093,10036,639,5,7,2014,3,1,6,2.0,374141,4.0,1,2,1,1,1,4
1094,15681,-,5,112,2011,2,0,2,1.6,72000,4.0,2,2,2,1,9,12
1095,25264,753,11,268,2012,1,1,2,2.4,65731,4.0,1,2,1,1,7,4
1096,90,-,5,7,2013,3,0,2,2.4,100800,4.0,1,2,1,1,2,8
1097,6586,1190,6,26,2014,3,1,2,4.0,0,6.0,1,3,1,1,1,12
1098,8154,-,7,290,1998,3,1,4,2.3,200000,4.0,1,3,1,1,6,4
1099,19444,-,6,6,2010,2,1,1,1.8,197000,4.0,1,2,1,1,5,6
1100,15053,-,6,28,2012,2,0,1,1.5,161000,4.0,1,2,1,2,5,2
1101,11000,-,6,6,2008,2,0,1,1.5,182000,2.0,1,2,1,1,11,6
1102,251,125,15,37,2013,1,1,2,1.6,153888,4.0,1,1,1,1,3,0
1103,16621,-,15,243,2005,1,1,2,4.0,118498,6.0,1,1,2,1,2,6
1104,549,1750,6,18,2008,1,1,1,3.3,269013,6.0,1,1,1,1,2,12
1105,24932,1024,5,24,2010,8,1,3,2.5,84669,4.0,1,2,1,1,1,4
1106,48697,765,5,5,2015,1,1,3,2.0,155797,4.0,1,2,1,1,3,4
1108,470,1172,6,85,2011,8,1,2,3.5,347667,6.0,1,2,1,1,2,12
1109,28225,779,6,76,2013,1,1,2,2.5,59000,6.0,1,1,1,1,2,0
1110,3000,-,8,305,1998,8,0,2,2.2,30000,4.0,4,2,3,1,7,6
1111,50,-,6,6,2008,3,0,1,1.5,180000,4.0,1,2,1,1,4,4
1112,17562,308,6,27,2015,3,0,1,1.5,88000,4.0,1,2,1,1,3,10
1113,470,751,5,7,2013,3,1,2,2.4,0,4.0,1,2,1,1,2,12
1114,42764,1091,5,24,2016,6,1,3,2.5,110969,4.0,1,2,1,1,2,4
1115,627,780,2,50,2019,3,1,2,1.4,16042,4.0,1,2,1,1,2,12
1116,7840,-,7,306,2002,3,1,4,5.0,315000,8.0,2,3,1,1,5,10
1117,16778,765,2,51,2015,1,1,6,2.0,33333,4.0,1,2,1,1,4,4
1118,10192,585,6,6,2013,2,1,1,1.8,492642,4.0,1,2,1,1,1,12
1119,24709,836,5,43,2010,1,1,3,2.0,151591,4.0,1,2,1,1,3,4
1120,784,448,3,156,2012,2,1,1,1.3,321269,4.0,1,2,1,1,7,0
1121,784,394,6,8,2014,3,1,1,2.5,102397,4.0,1,2,1,1,2,12
1122,5645,-,10,307,2005,1,1,2,4.4,1000,8.0,2,1,1,1,2,12
1123,39829,1811,1,61,2010,1,1,2,4.6,155821,8.0,1,1,1,1,2,0
1124,392,881,1,237,2015,3,1,1,2.5,267264,4.0,1,2,1,1,4,12
1125,9565,2410,2,308,2010,7,1,2,6.2,217786,8.0,1,3,2,1,5,12
1126,17405,-,6,28,2012,2,0,2,1.5,148000,4.0,1,2,1,2,2,2
1128,54255,1848,7,309,2010,3,1,2,4.7,688000,6.0,2,3,1,1,2,12
1129,16621,-,7,310,2004,3,1,2,3.5,211288,6.0,2,3,1,1,2,6
1131,31047,-,7,47,2010,1,1,3,3.0,124000,6.0,2,1,1,1,4,10
1132,49864,833,7,19,2015,8,0,3,2.2,330000,4.0,4,3,2,1,2,6
1133,20385,333,4,40,2014,3,0,1,2.0,180800,4.0,1,2,1,1,3,8
1134,6429,1104,10,312,2015,7,1,2,3.0,73362,6.0,1,1,2,1,2,12
1135,6586,-,8,12,1999,3,0,4,1.8,0,4.0,4,2,1,1,1,6
1136,15677,-,4,205,2016,3,0,2,1.6,74800,4.0,1,2,1,1,1,8
1137,13956,603,1,1,2015,1,1,1,3.5,143619,6.0,1,1,1,1,2,12
1138,15693,1141,11,268,2009,1,1,2,2.4,163866,4.0,1,2,1,1,7,4
1139,470,1249,6,8,2017,3,1,2,2.5,20877,4.0,1,2,1,1,2,12
1141,251,749,5,7,2014,3,1,2,2.4,140885,4.0,1,2,1,1,1,12
1142,23521,-,16,270,2013,1,1,1,2.0,800,6.0,1,1,1,2,3,6
1143,54048,382,6,28,2017,6,1,1,1.5,9027,4.0,1,2,1,1,5,4
1144,470,1017,4,40,2017,3,1,2,2.0,158344,4.0,1,1,1,1,1,12
1146,13485,-,10,189,2003,3,1,2,2.5,7777787,6.0,4,3,1,1,1,10
1147,7840,-,19,77,1992,1,0,2,3.0,123000,6.0,4,1,2,1,1,0
1148,2500,-,7,16,1993,7,0,2,2.2,450000,4.0,4,3,2,1,1,2
1149,2430,2151,1,17,2009,1,1,2,4.7,264339,8.0,1,1,1,1,2,0
1150,15053,-,6,6,2008,2,0,1,1.5,142000,4.0,3,2,1,1,13,4
1151,2500,-,19,314,2004,1,1,4,2.0,223123,4.0,2,2,1,2,3,4
1154,314,834,6,26,2013,1,1,2,2.7,158870,4.0,1,3,1,1,3,12
1155,314,815,6,6,2011,1,1,1,1.8,326325,4.0,1,2,1,1,1,12
1156,314,382,4,40,2015,3,1,1,2.0,367720,4.0,1,2,1,1,3,12
1157,627,1275,11,316,2019,3,1,2,2.4,61998,4.0,1,2,1,1,4,12
1158,4547,-,8,120,2001,2,0,2,1.8,230000,4.0,1,2,1,2,5,2
1159,38822,382,3,3,2017,6,1,1,1.5,3474,4.0,1,2,1,1,5,4
1160,31,490,3,156,2011,2,1,1,1.3,198891,4.0,1,2,1,1,4,0
1161,9408,531,5,254,2012,2,1,3,1.6,60480,4.0,1,2,1,1,3,4
1162,75160,1156,4,66,2017,1,1,2,2.3,66901,4.0,1,2,1,1,5,4
1163,3763,-,19,100,1996,8,0,2,2.4,111000,4.0,1,3,2,1,6,2
1164,6,595,6,27,2015,2,1,2,1.5,104000,4.0,1,2,1,1,4,12
1166,6429,1028,9,60,2013,7,1,2,3.4,94010,6.0,1,3,2,1,2,12
1167,17249,779,12,91,2013,3,1,2,2.5,90000,5.0,2,2,1,1,1,10
1169,24709,707,20,88,2011,1,1,3,2.0,113368,4.0,1,2,1,1,3,4
1170,15053,584,5,14,2014,3,0,2,1.8,990000,4.0,2,2,1,1,1,6
1171,49237,1003,5,43,2016,1,1,2,1.6,27000,4.0,2,1,1,1,3,12
1172,392,1327,6,76,2018,1,1,2,2.5,20267,4.0,1,2,1,1,4,12
1173,16621,761,6,6,2010,2,0,1,1.8,150000,4.0,1,2,1,1,2,12
1174,941,586,1,110,2012,2,1,1,1.8,108499,4.0,1,2,1,1,3,12
1175,706,394,6,8,2014,3,1,1,2.5,115312,4.0,1,2,1,1,4,12
1176,39201,1714,7,153,2017,1,1,2,3.5,95541,6.0,1,3,1,1,2,0
1177,21410,642,2,154,2012,3,1,2,2.0,131082,4.0,1,2,1,1,1,4
1178,24029,1099,20,88,2010,1,1,3,2.7,151949,4.0,1,2,1,1,2,4
1179,133284,690,1,1,2016,1,1,1,3.5,55000,6.0,2,1,1,1,2,12
1180,26657,1197,15,99,2012,1,1,2,4.0,170000,4.0,1,1,1,1,2,12
1181,41867,382,3,3,2017,6,1,1,1.5,29220,4.0,1,2,1,1,2,4
1182,44608,891,5,7,2016,3,1,2,2.0,63687,4.0,1,2,1,1,4,4
1183,37066,880,5,14,2018,3,1,2,1.6,20388,4.0,1,2,1,1,3,4
1184,7683,642,5,7,2012,3,1,6,2.0,91416,4.0,1,2,1,1,1,4
1185,21953,-,6,6,2012,2,0,1,1.8,68000,4.0,2,2,1,1,1,12
1186,1803,502,6,6,2013,2,1,1,1.5,197854,4.0,1,2,1,1,2,12
1187,3763,629,15,37,2015,1,1,2,1.6,88475,4.0,1,1,1,1,3,0
1188,14113,697,12,25,2015,3,1,2,1.8,45605,4.0,1,2,1,1,3,0
1189,19416,1099,20,88,2010,1,1,3,2.7,98164,4.0,1,2,1,1,3,4
1190,26657,-,6,8,2012,3,1,2,2.5,166400,4.0,2,2,1,1,4,8
1191,11917,-,3,156,2009,2,0,2,1.3,138684,4.0,3,2,1,1,1,6
1194,2195,-,15,227,1998,2,0,2,1.0,157000,4.0,1,2,1,2,2,2
1195,5758,447,3,3,2013,2,1,1,1.3,116581,4.0,1,2,1,1,1,4
1196,4547,490,3,156,2011,2,0,1,1.3,150000,4.0,1,2,1,1,14,10
1197,11149,-,6,318,2002,2,0,2,1.5,111111,4.0,1,2,1,2,2,2
1198,20228,890,18,178,2016,3,1,2,2.0,29112,4.0,1,2,1,1,3,4
1199,11133,1714,6,85,2017,3,1,2,3.5,109981,6.0,1,2,1,1,1,12
1201,43868,765,20,88,2015,1,1,3,2.0,61551,4.0,1,2,1,1,2,4
1202,4704,-,29,319,2006,3,0,2,1.5,131000,4.0,4,3,1,1,3,0
1203,9418,765,5,7,2015,3,1,6,2.0,43514,4.0,1,2,1,1,3,4
1204,8467,-,15,320,2005,3,0,2,1.5,16302,3.0,1,2,1,2,3,4
1205,314,475,23,82,2012,3,1,2,1.4,240350,4.0,1,2,1,1,3,12
1206,13485,-,15,99,2006,1,1,2,4.0,188200,6.0,1,1,1,1,1,12
1207,7683,-,15,74,2002,8,0,4,2.5,170000,4.0,1,2,1,2,3,6
1208,10976,765,5,7,2015,3,1,6,2.0,571321,4.0,1,2,1,1,3,4
1209,22894,-,6,6,2013,2,0,1,1.8,63186,4.0,3,2,1,1,3,12
1210,7840,-,8,140,1998,2,0,2,1.6,200000,4.0,4,2,1,1,5,2
1211,5739,761,17,55,2010,3,1,2,1.8,86382,4.0,1,2,1,1,1,4
1212,10515,639,5,7,2014,3,1,6,2.0,60850,4.0,1,2,1,1,1,4
1213,8154,-,19,67,2001,6,1,6,2.4,140000,4.0,2,1,1,2,1,6
1214,14113,1024,4,40,2010,3,0,1,2.5,68200,4.0,1,2,1,1,2,12
1215,35902,777,5,24,2014,8,1,3,2.5,169109,4.0,1,2,1,1,10,4
1216,14115,-,3,3,2010,2,0,2,1.3,147857,4.0,1,2,1,2,5,4
1217,5331,-,6,321,1998,1,0,2,3.0,220000,6.0,1,2,1,2,2,4
1218,73620,1079,5,7,2018,3,1,2,2.0,51106,4.0,1,2,1,1,3,4
1219,38445,696,36,264,2013,3,1,3,2.2,71201,4.0,1,2,1,1,3,4
1220,26657,-,4,46,2010,7,0,2,3.7,160000,6.0,1,3,2,1,2,12
1221,15210,1347,5,24,2008,8,1,3,2.5,65625,4.0,1,2,1,1,1,4
1222,51746,-,18,322,2019,6,0,2,1.6,4000,4.0,1,2,1,1,3,5
1224,314,753,5,43,2012,1,1,2,2.4,177080,4.0,1,2,1,1,1,0
1226,44134,1003,20,130,2016,1,1,3,1.6,35398,4.0,1,2,1,1,5,4
1227,549,1363,7,115,2012,3,1,2,4.6,0,8.0,1,1,1,1,2,12
1228,50,-,6,6,2008,2,1,1,1.5,185471,4.0,1,2,1,1,1,8
1229,21953,779,6,325,2013,3,1,2,2.5,115123,4.0,2,2,1,1,2,12
1230,4391,1705,20,326,2007,1,1,3,2.7,74944,4.0,1,2,1,1,3,4
1231,21953,505,19,150,2018,1,1,1,2.0,59674,4.0,1,1,1,1,2,12
1232,29793,1077,5,14,2019,3,1,2,2.0,33693,4.0,1,2,1,1,1,12
1233,941,1058,1,1,2012,1,1,1,3.5,232357,6.0,1,1,1,1,2,12
1234,10820,-,38,327,2009,3,0,2,1.6,157000,4.0,4,2,1,1,3,8
1235,2352,353,6,6,2015,2,1,1,1.8,236898,4.0,1,2,1,1,3,12
1236,6899,642,5,7,2012,3,1,6,2.0,85471,4.0,1,2,1,1,1,4
1237,19444,765,16,270,2015,1,1,2,2.0,250005,4.0,1,1,1,1,2,0
1238,20385,781,6,8,2012,3,0,1,2.5,120000,4.0,1,2,1,1,14,6
1239,4861,924,6,122,2017,3,1,2,1.8,22989,4.0,1,2,1,1,1,12
1240,5927,789,2,50,2009,3,1,2,1.6,53434,4.0,1,2,1,1,2,4
1241,27911,2959,6,328,2008,1,1,2,5.7,244800,8.0,2,2,1,1,2,9
1242,7840,-,19,77,2000,1,0,4,3.5,287745,6.0,1,1,1,2,1,4
1244,5488,1077,6,13,2019,1,1,2,2.0,78424,4.0,1,2,1,1,7,12
1245,13485,765,21,329,2015,2,0,2,2.0,67825,4.0,1,2,1,1,1,8
1246,21326,531,15,37,2012,1,0,2,1.6,95000,4.0,1,2,1,1,3,12
1247,12544,761,6,6,2010,2,0,1,1.8,124568,4.0,3,2,1,1,3,9
1248,188,1077,6,13,2019,1,1,2,2.0,10003,4.0,1,2,1,1,5,12
1249,9408,-,6,247,2004,8,0,2,2.4,195000,4.0,1,2,1,2,2,0
1250,10820,585,6,6,2013,2,0,1,1.8,281600,4.0,3,2,1,1,5,8
1251,34406,880,5,14,2018,3,1,2,1.6,36470,4.0,1,2,1,1,4,4
1252,188,1185,4,4,2009,1,1,1,2.5,196682,4.0,1,2,1,1,2,0
1253,35140,891,5,43,2016,1,1,3,2.0,125230,4.0,1,2,1,1,2,4
1255,392,697,6,122,2015,3,1,2,1.8,133408,4.0,1,2,1,1,2,12
1256,22502,503,6,28,2012,2,1,2,1.5,28000,4.0,1,2,1,1,1,4
1257,4234,1131,5,7,2013,3,1,2,2.0,232982,4.0,1,2,1,1,4,12
1258,40769,-,6,76,2015,1,0,2,2.5,60800,4.0,2,1,1,1,4,8
1259,47042,518,6,76,2016,1,0,1,2.5,30402,4.0,3,1,1,1,5,6
1260,10976,-,11,22,2005,1,1,2,3.7,185000,6.0,2,1,3,1,1,6
1261,50767,1172,4,66,2011,1,1,2,3.5,100741,4.0,1,2,1,1,2,4
1262,15649,1024,5,24,2010,8,1,3,2.5,45252,4.0,1,2,1,1,3,4
1263,2901,777,4,40,2014,3,1,2,2.5,182963,4.0,1,2,1,1,2,12
1264,30107,-,5,331,2011,1,0,2,2.0,52000,4.0,1,1,1,1,2,6
1266,18240,1099,20,88,2010,1,1,3,2.7,145221,4.0,1,2,1,1,2,4
1267,9722,-,3,49,2002,1,0,2,2.0,168000,4.0,4,1,1,2,6,4
1268,10036,-,15,332,2008,3,0,2,1.5,167000,4.0,1,2,1,2,3,8
1269,16935,-,5,14,2012,3,0,2,1.8,108000,4.0,1,3,1,1,1,8
1270,50,-,6,6,2008,3,1,1,1.5,150000,4.0,1,2,1,1,2,12
1271,10976,-,15,243,2003,1,0,4,3.3,300000,6.0,4,1,1,1,1,2
1273,7997,642,12,25,2012,3,0,2,2.0,66098,4.0,2,2,1,1,1,12
1274,16621,-,4,205,2015,3,0,2,1.6,56199,4.0,1,2,1,1,7,12
1275,314,779,6,8,2013,3,1,1,2.5,225510,4.0,1,2,1,1,3,12
1276,18124,707,5,59,2011,7,1,2,2.0,160000,4.0,1,2,1,1,2,4
1277,6269,461,18,64,2010,3,1,2,1.0,12000,3.0,1,2,1,1,3,4
1278,51746,1327,6,8,2018,3,1,2,2.5,17000,6.0,1,2,1,1,2,12
1279,3763,779,6,8,2013,3,1,1,2.5,124912,4.0,1,2,1,1,3,12
1280,14740,765,5,7,2015,3,1,6,2.0,50534,4.0,1,2,1,1,1,4
1281,16621,629,5,14,2015,3,1,2,1.6,135378,4.0,1,2,1,1,3,4
1282,20846,1003,2,51,2016,1,1,3,1.6,148101,4.0,1,2,1,1,4,4
1283,3763,-,4,4,2003,1,0,2,3.0,0,6.0,1,2,1,1,4,0
1284,12143,642,5,7,2012,3,1,6,2.0,255800,4.0,1,2,1,1,1,4
1285,8781,1719,19,333,1996,11,0,2,0.7,60600,3.0,4,1,2,2,3,0
1286,14113,-,6,28,2013,2,0,1,1.5,100000,4.0,3,2,1,2,3,6
1287,17249,761,6,6,2010,3,0,1,1.8,165000,4.0,1,2,1,1,2,12
1288,706,490,3,156,2011,2,1,1,1.3,288704,4.0,1,2,1,1,3,0
1289,30740,831,5,14,2017,3,1,2,1.6,88400,4.0,1,2,1,1,3,4
1290,15132,836,5,7,2010,3,1,2,2.0,179307,4.0,1,2,1,1,1,4
1291,9565,1058,6,18,2012,1,1,2,3.5,285186,6.0,1,2,1,1,4,12
1292,3763,531,15,37,2012,1,1,2,1.6,173576,4.0,1,1,1,1,7,0
1293,470,862,12,25,2011,3,1,2,2.5,212501,5.0,1,2,1,1,4,12
1294,3136,891,10,65,2016,3,1,2,2.0,51930,4.0,1,3,1,1,2,12
1295,17876,585,15,334,2013,3,0,2,1.8,134400,4.0,1,2,1,1,14,8
1296,9832,815,2,50,2011,3,1,2,1.8,170872,4.0,1,2,1,1,4,4
1297,52696,831,5,43,2017,1,1,2,1.6,44844,4.0,1,2,1,1,2,4
1298,314,1172,7,10,2011,3,1,3,3.5,132630,6.0,1,3,1,1,1,12
1299,67404,1079,5,7,2018,3,1,2,2.0,40808,4.0,1,2,1,1,2,4
1300,28225,2858,7,335,2008,1,1,2,5.5,134000,8.0,2,1,1,1,2,12
1303,1882,1053,7,10,2014,3,1,3,3.5,146395,6.0,1,3,1,1,4,12
1304,10663,-,19,67,2004,6,0,4,2.0,150000,4.0,1,1,1,1,3,4
1305,36065,397,6,6,2016,3,1,1,1.8,158000,4.0,1,2,1,1,4,12
1306,23521,781,6,8,2012,3,1,2,2.5,91000,4.0,1,2,1,1,2,10
1307,314,815,19,337,2017,3,1,2,1.2,49774,3.0,1,2,1,1,4,12
1308,3763,779,6,8,2013,3,1,1,2.5,124912,4.0,1,2,1,1,3,12
1310,2274,761,6,6,2010,2,1,1,1.8,288891,4.0,1,2,1,1,4,12
1311,2038,1172,7,47,2011,1,1,3,3.5,186542,6.0,1,1,1,1,3,12
1312,4234,1249,15,255,2017,3,1,2,2.5,33899,4.0,1,3,1,1,4,12
1313,13328,1399,1,1,2010,1,1,1,3.5,186005,6.0,1,1,1,1,1,12
1314,35752,3156,22,338,2019,3,1,2,6.2,11325,8.0,1,2,1,1,3,12
1315,19444,831,19,150,2011,1,0,2,2.4,141000,4.0,2,2,1,1,1,16
1316,74796,830,3,30,2019,2,1,2,1.5,12000,4.0,1,2,1,1,2,4
1318,45210,877,5,43,2017,1,1,3,1.7,16431,4.0,1,2,1,1,3,4
1319,14294,642,2,51,2012,1,1,3,2.0,258076,4.0,1,2,1,1,3,4
1320,14166,531,5,14,2012,3,1,2,1.6,170713,4.0,1,2,1,1,3,4
1322,7840,-,15,221,2004,3,0,2,2.3,230000,6.0,1,2,1,1,3,4
1323,157,1131,4,40,2013,3,1,1,2.0,339920,4.0,1,2,1,1,3,0
1324,784,394,6,8,2014,3,1,1,2.5,102397,4.0,1,2,1,1,2,12
1325,48873,891,5,7,2016,3,1,2,2.0,33555,4.0,1,2,1,1,4,4
1326,470,781,4,40,2012,3,1,1,2.5,146758,4.0,1,2,1,1,2,12
1327,10976,-,3,216,2006,8,1,6,3.5,280000,6.0,1,2,1,1,4,14
1328,9252,761,6,6,2010,2,1,1,1.8,98768,4.0,1,2,1,1,3,12
